task_id,iamfloc,pve_id,wo_id,title,project_manager,project_manager_phone,status,project_type,resident_engineer,address_street,street_from,street_to,council_district,community_planning_area,funclass,length,width,date_moratorium,date_start,date_end,paving_miles,pci_16,pci23,pci_before,pci_after_estimate,pci_after,pci_improvement,improvement_pct,is_effective
135639,SS-026301-PV1,919755,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TERRA COTTA RD,ULTRAMARINE LN,DANAWOODS LN,4,SKYLINE-PARADISE HILLS,RES RESIDENTIAL LOCAL STREET,607,36.0,2017-04-03,2017-04-03,2017-04-03,0.1149621212121212,71.33,72.51,71.45893111638955,71.45893111638955,72.51,1.051068883610455,1.4708712643609438,False
135646,SS-004116-PV1,926902,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BERVY ST,LITTLEFIELD ST,GARDENA AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,530,36.0,2017-04-03,2017-04-03,2017-04-03,0.1003787878787878,81.75,77.02,81.23318289786224,81.23318289786224,81.23318289786224,0.0,0.0,False
135642,SS-005048-PV1,907804,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BROOKSHIRE ST,SHIREHALL DR,THORNWOOD ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,265,36.0,2017-04-03,2017-04-03,2017-04-03,0.0501893939393939,47.34,81.52,51.074631828978625,51.074631828978625,81.52,30.44536817102137,59.60956952752293,True
135641,SS-029662-PV1,919780,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S SIENA ST,DEEP DELL RD,SCARLET WY,4,SKYLINE-PARADISE HILLS,CL 2 LANE SUB-COLLECTOR,582,40.0,2017-04-03,2017-04-03,2017-04-03,0.1102272727272727,98.0,65.97,94.50028503562946,94.50028503562945,94.50028503562945,-1.4210854715202004e-14,-1.503789613951332e-14,False
135647,SS-004117-PV1,926948,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BERVY ST,NASHVILLE ST,LITTLEFIELD ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,622,36.0,2017-04-03,2017-04-03,2017-04-03,0.1178030303030303,82.02,73.87,81.12950118764846,81.12950118764846,81.12950118764846,0.0,0.0,False
135651,SS-002500-PV1,919746,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ANTHRACITE WY,TERRA COTTA RD,AQUAMARINE RD,4,SKYLINE-PARADISE HILLS,RES RESIDENTIAL LOCAL STREET,282,36.0,2017-04-04,2017-04-04,2017-04-04,0.0534090909090909,88.0,83.56,87.51311163895487,87.51311163895487,87.51311163895487,0.0,0.0,False
131497,SS-014677-PV1,925490,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,JOPLIN AV,POCAHONTAS AV,COCHISE WY,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,199,40.0,2017-04-04,2016-02-25,2017-04-04,0.0376893939393939,59.84,76.85,61.70530878859858,61.70530878859858,76.85,15.144691211401415,24.54357900271902,True
135652,SS-024455-PV1,919781,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SCARLET WY,AQUAMARINE RD,S SIENA ST,4,SKYLINE-PARADISE HILLS,CL 2 LANE SUB-COLLECTOR,289,36.0,2017-04-04,2017-04-04,2017-04-04,0.0547348484848484,88.0,79.0,87.01306413301663,87.01306413301663,87.01306413301663,0.0,0.0,False
135653,SS-029663-PV1,919843,S1702,SLURRY SEAL GROUP 1702,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S SIENA ST,SCARLET WY,VERMILLION WY,4,SKYLINE-PARADISE HILLS,CL 2 LANE SUB-COLLECTOR,912,40.0,2017-04-04,2017-04-04,2017-04-04,0.1727272727272727,98.0,70.77,95.01397070467142,95.01397070467142,95.01397070467142,0.0,0.0,False
131473,SS-013413-PV1,925583,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,HIAWATHA WY,HIAWATHA CT,GILA AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,304,30.0,2017-04-04,2016-02-25,2017-04-04,0.0575757575757575,29.52,75.62,34.57530482977039,34.57530482977039,75.62,41.044695170229616,118.71101461667774,True
127594,SS-013414-PV1,925591,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,HIAWATHA WY,BEGIN,HIAWATHA CT,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,159,30.0,2017-04-04,2014-09-30,2017-04-04,0.0301136363636363,24.06,74.38,29.578068091844813,29.578068091844813,74.38,44.80193190815518,151.47010876111904,True
127595,SS-013415-PV1,930997,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,HIAWATHA WY,GILA AV,CLAIREMONT DR,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,293,30.0,2017-04-04,2014-09-30,2017-04-04,0.0554924242424242,29.12,80.08,34.70825019794141,34.70825019794141,80.08,45.37174980205859,130.7232417171801,True
131498,SS-014678-PV1,930984,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,JOPLIN AV,GILA AV,CLAIREMONT DR,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,296,40.0,2017-04-04,2016-02-25,2017-04-04,0.056060606060606,24.43,56.69,27.96761678543151,27.967616785431513,56.69,28.722383214568488,102.69871557139663,True
135655,SS-004536-PV1,906245,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,BONAIR ST,DRAPER AV,END,1,LA JOLLA,RES CUL DE SAC,446,36.0,2017-04-04,2017-04-04,2017-04-04,0.0844696969696969,52.0,74.58,54.476112430720505,54.476112430720505,74.58,20.103887569279493,36.90404228981359,True
131496,SS-014676-PV1,925482,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,JOPLIN AV,COCHISE WY,GILA AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,234,40.0,2017-04-04,2016-02-25,2017-04-04,0.0443181818181818,25.87,76.24,31.39355106888361,31.393551068883617,76.24,44.846448931116385,142.852424794871,True
135657,SS-004535-PV1,906326,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,BONAIR PL,TYRIAN ST,DRAPER AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,752,20.0,2017-04-04,2017-04-04,2017-04-04,0.1424242424242424,95.0,82.24,93.60074425969913,93.60074425969913,93.60074425969913,0.0,0.0,False
127590,SS-012113-PV1,925606,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,GILA AV,GILA CT,HIAWATHA WY,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,635,30.0,2017-04-04,2014-09-30,2017-04-04,0.1202651515151515,22.2,73.82,27.860625494853522,27.860625494853522,73.82,45.95937450514647,164.96174686973984,True
126813,SS-003115-PV1,912894,PCC1501,PCC PANEL GROUP 1501,chudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,CONCRETE,Jeff Wooley,AVNDA CORTEZ,CAM DE LA COSTA,AVNDA CRESTA,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,370,26.0,,2014-04-17,2017-04-04,0.0700757575757575,21.38,73.63,27.10971100554236,27.10971100554236,73.63,46.52028899445764,171.60009188200843,True
135659,SS-012573-PV1,906374,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,GRAVILLA ST,TYRIAN ST,DRAPER AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,746,30.0,2017-04-04,2017-04-04,2017-04-04,0.1412878787878787,91.94,74.86,90.0670150435471,90.0670150435471,90.0670150435471,0.0,0.0,False
127591,SS-012114-PV1,930979,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,GILA AV,JOPLIN AV,JEMEZ DR,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,901,36.0,2017-04-04,2014-09-30,2017-04-04,0.1706439393939393,28.44,74.72,33.515043547110054,33.515043547110054,74.72,41.204956452889945,122.94466034325944,True
131802,SS-012115-PV1,931001,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,GILA AV,CLAIREMONT DR,GILA CT,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,393,30.0,2017-04-04,2016-03-10,2017-04-04,0.0744318181818181,39.27,75.3,43.22103325415677,43.22103325415677,75.3,32.078966745843225,74.22073081225572,True
131499,SS-017059-PV1,925527,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,MABON PL,BEGIN,POCAHONTAS AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,557,30.0,2017-04-04,2016-02-25,2017-04-04,0.1054924242424242,51.67,77.46,54.49811955661124,54.49811955661124,77.46,22.96188044338875,42.13334447170519,True
127589,SS-012112-PV1,925560,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,GILA AV,HIAWATHA WY,INDIAN WY,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,804,30.0,2017-04-04,2014-09-30,2017-04-04,0.1522727272727272,25.57,76.18,31.119869358669835,31.11986935866983,76.18,45.060130641330176,144.79537212059876,True
135656,SS-004537-PV1,906277,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,BONAIR ST,TYRIAN ST,DRAPER AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,752,36.0,2017-04-04,2017-04-04,2017-04-04,0.1424242424242424,64.83,71.94,65.60967933491686,65.60967933491686,71.94,6.330320665083136,9.648455424951601,False
127588,SS-012111-PV1,925523,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,GILA AV,INDIAN WY,JOPLIN AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,1041,36.0,2017-04-04,2014-09-30,2017-04-04,0.1971590909090909,17.34,76.27,23.802236737925572,23.802236737925575,76.27,52.46776326207443,220.43207048047844,True
135663,SS-029471-PV1,922126,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S 39TH ST,EPSILON ST,BIRCH ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,538,36.0,2017-04-05,2017-04-05,2017-04-05,0.1018939393939393,100.0,91.6,99.07553444180523,99.07553444180522,99.07553444180522,-1.4210854715202004e-14,-1.434345501668643e-14,False
135664,SS-029470-PV1,932316,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S 39TH ST,DELTA ST,EPSILON ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,380,36.0,2017-04-05,2017-04-05,2017-04-05,0.0719696969696969,100.0,92.4,99.16357878068092,99.16357878068092,99.16357878068092,0.0,0.0,False
135662,SS-009071-PV1,930706,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DELTA ST,S 40TH ST,S 41ST ST,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,661,52.0,2017-04-05,2017-04-05,2017-04-05,0.2503787878787878,99.5,83.64,97.75452098178938,97.7545209817894,97.7545209817894,1.4210854715202004e-14,1.4537286431846293e-14,False
135666,SS-009450-PV1,906336,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,DRAPER AV,GRAVILLA ST,BONAIR PL,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,247,40.0,2017-04-05,2017-04-05,2017-04-05,0.046780303030303,93.48,82.78,92.3024069675376,92.30240696753762,92.30240696753762,1.4210854715202004e-14,1.5395974148539708e-14,False
135665,SS-009449-PV1,906284,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,DRAPER AV,BONAIR PL,BONAIR ST,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,247,40.0,2017-04-05,2017-04-05,2017-04-05,0.046780303030303,97.7,81.88,95.95892319873317,95.95892319873317,95.95892319873317,0.0,0.0,False
135667,SS-009451-PV1,906389,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,DRAPER AV,GRAVILLA PL,GRAVILLA ST,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,243,40.0,2017-04-05,2017-04-05,2017-04-05,0.0460227272727272,78.08,70.65,77.262288202692,77.262288202692,77.262288202692,0.0,0.0,False
135661,SS-007478-PV1,930980,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,COCHISE WY,JOPLIN AV,JEMEZ DR,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,1036,36.0,2017-04-05,2017-04-05,2017-04-05,0.1962121212121212,28.97,77.54,34.3153919239905,34.3153919239905,77.54,43.22460807600951,125.9627404861153,True
135660,SS-014246-PV1,931117,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,IROQUOIS AV,CLAIREMONT DR,COWLEY WY,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,526,40.0,2017-04-05,2017-04-05,2017-04-05,0.0996212121212121,39.92,65.62,42.748424386381636,42.748424386381636,65.62,22.87157561361837,53.50273359058484,True
135668,SS-009452-PV1,906440,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,DRAPER AV,BEGIN,GRAVILLA PL,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,241,40.0,2017-04-05,2017-04-05,2017-04-05,0.0456439393939393,37.58,84.5,42.74380047505938,42.74380047505938,84.5,41.75619952494062,97.68948727267474,True
135672,SS-029492-PV1,922130,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S 40TH ST,ETA ST,BIRCH ST,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE SUB-COLLECTOR,212,40.0,2017-04-06,2017-04-06,2017-04-06,0.0401515151515151,99.5,90.0,98.45071258907363,98.45071258907363,98.45071258907363,0.0,0.0,False
126832,SS-027712-PV1,906905,PCC1501,PCC PANEL GROUP 1501,chudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,CONCRETE,Jeff Wooley,VIA DEL NORTE,CAM DE LA COSTA,AVNDA CRESTA,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,263,26.0,,2014-04-17,2017-04-06,0.049810606060606,85.6,100.0,87.19049881235154,87.19049881235154,100.0,12.809501187648465,14.691395693487937,True
135673,SS-029480-PV1,920443,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S 40TH ST,BIRCH ST,NORDICA AV,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE SUB-COLLECTOR,103,40.0,2017-04-06,2017-04-06,2017-04-06,0.0195075757575757,99.5,86.24,98.03541567695962,98.03541567695962,98.03541567695962,0.0,0.0,False
135670,SS-009073-PV1,930708,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DELTA ST,S 41ST ST,S 42ND ST,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,659,40.0,2017-04-06,2017-04-06,2017-04-06,0.124810606060606,98.27,81.95,96.46743467933491,96.46743467933491,96.46743467933491,0.0,0.0,False
135671,SS-009074-PV1,930709,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DELTA ST,S 42ND ST,S 43RD ST,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,419,40.0,2017-04-06,2017-04-06,2017-04-06,0.0793560606060606,99.63,87.2,98.25709026128266,98.25709026128266,98.25709026128266,0.0,0.0,False
135669,SS-029469-PV1,932307,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,S 39TH ST,GAMMA ST,DELTA ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,382,36.0,2017-04-06,2017-04-06,2017-04-06,0.0723484848484848,100.0,79.8,97.76888361045131,97.7688836104513,97.7688836104513,-1.4210854715202004e-14,-1.4535150848017754e-14,False
135679,SS-017820-PV1,905651,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MAYFLOWER WY,PROVIDENCE RD,NEW HAVEN RD,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,247,36.0,2017-04-07,2017-04-07,2017-04-07,0.046780303030303,68.67,75.5,69.42708630245447,69.42708630245447,75.5,6.0729136975455305,8.747182146013282,False
135678,SS-017819-PV1,905634,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MAYFLOWER WY,LODI ST,PROVIDENCE RD,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,382,36.0,2017-04-07,2017-04-07,2017-04-07,0.0723484848484848,80.5,74.22,79.80387965162312,79.80387965162312,79.80387965162312,0.0,0.0,False
135683,SS-010410-PV1,920415,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,EPSILON ST,S 41ST ST,S 42ND ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,660,52.0,2017-04-07,2017-04-07,2017-04-07,0.25,91.34,65.95,88.52558986539985,88.52558986539984,88.52558986539984,-1.4210854715202004e-14,-1.6052821265364202e-14,False
135680,SS-017821-PV1,905652,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MAYFLOWER WY,NEW HAVEN RD,END,2,CLAIREMONT MESA,RES CUL DE SAC,65,36.0,2017-04-07,2017-04-07,2017-04-07,0.012310606060606,43.27,75.75,46.870316706254954,46.870316706254954,75.75,28.879683293745046,61.616147112338545,True
135684,SS-010409-PV1,930712,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,EPSILON ST,S 42ND ST,S 43RD ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,450,52.0,2017-04-07,2017-04-07,2017-04-07,0.1704545454545454,95.0,77.67,93.07901821060966,93.07901821060966,93.07901821060966,0.0,0.0,False
135675,SS-007503-PV1,905524,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,COLE ST,COLE CT,LODI ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,429,40.0,2017-04-07,2017-04-07,2017-04-07,0.08125,88.0,74.92,86.5501187648456,86.5501187648456,86.5501187648456,0.0,0.0,False
131874,SS-015310-PV1,931097,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,KNAPP ST,CLAIREMONT DR,WACO ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,479,30.0,2017-04-07,2016-03-14,2017-04-07,0.0907196969696969,28.66,91.2,35.592383214568486,35.592383214568486,91.2,55.60761678543152,156.2345978638219,True
135677,SS-007500-PV1,905533,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,COLE CT,BEGIN,COLE ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,199,30.0,2017-04-07,2017-04-07,2017-04-07,0.0376893939393939,97.47,82.46,95.80618368962787,95.80618368962787,95.80618368962787,0.0,0.0,False
135676,SS-007504-PV1,905575,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,COLE ST,LODI WY,COLE CT,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,560,40.0,2017-04-07,2017-04-07,2017-04-07,0.106060606060606,84.21,76.64,83.37088677751385,83.37088677751385,83.37088677751385,0.0,0.0,False
131872,SS-005584-PV1,931105,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,CALLE NEIL,CLAIREMONT DR,COWLEY WY,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,515,40.0,2017-04-07,2016-03-14,2017-04-07,0.0975378787878787,14.03,79.57,21.29492478226445,21.294924782264445,79.57,58.27507521773555,273.65710756710513,True
135682,SS-010407-PV1,920413,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,EPSILON ST,S 39TH ST,S 40TH ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,656,52.0,2017-04-07,2017-04-07,2017-04-07,0.2484848484848484,95.06,73.19,92.63577197149644,92.63577197149644,92.63577197149644,0.0,0.0,False
131858,SS-008157-PV1,926232,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,COWLEY WY,FIELD ST,IROQUOIS AV,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,1704,40.0,2017-04-07,2016-03-14,2017-04-07,0.3227272727272727,21.83,90.6,29.452961203483767,29.452961203483767,90.6,61.14703879651623,207.60913775041269,True
135674,SS-016688-PV1,905542,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,LODI CT,LODI ST,END,2,CLAIREMONT MESA,RES CUL DE SAC,209,30.0,2017-04-07,2017-04-07,2017-04-07,0.0395833333333333,80.3,74.7,79.67925574030087,79.67925574030087,79.67925574030087,0.0,0.0,False
131871,SS-008156-PV1,926031,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,COWLEY WY,IROQUOIS AV,CALLE NEIL,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,1277,40.0,2017-04-07,2016-03-14,2017-04-07,0.2418560606060606,19.71,82.72,26.694481393507523,26.694481393507516,82.72,56.025518606492476,209.87678232295113,True
131876,SS-028170-PV1,925924,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,WACO ST,COWLEY WY,KNAPP ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,311,40.0,2017-04-07,2016-03-14,2017-04-07,0.0589015151515151,40.38,72.97,43.99250989707047,43.99250989707047,72.97,28.97749010292953,65.86914493109926,True
131873,SS-008155-PV1,925941,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,COWLEY WY,CALLE NEIL,WACO ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,448,40.0,2017-04-07,2016-03-14,2017-04-07,0.0848484848484848,53.23,99.64,58.37441805225653,58.37441805225653,99.64,41.26558194774347,70.69120913685632,True
131875,SS-028169-PV1,925911,AC1510-JOC6,AC OVERLAY 1510-JOC6,CHudson@sandiego.gov,619-527-7500,POST CONSTRUCTION,OVERLAY,David Williams,WACO ST,KNAPP ST,DAKOTA DR,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,713,40.0,2017-04-07,2016-03-14,2017-04-07,0.1350378787878787,27.97,70.25,32.656619160728425,32.656619160728425,70.25,37.593380839271575,115.11718544484208,True
135681,SS-007509-PV1,905950,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,COLE ST,CONRAD AV,APPLETON ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,258,40.0,2017-04-07,2017-04-07,2017-04-07,0.0488636363636363,71.76,70.04,71.56934283452098,71.56934283452098,71.56934283452098,0.0,0.0,False
135690,SS-022439-PV1,905833,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,PROVIDENCE RD,APPLETON ST,CAYWOOD ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,1027,36.0,2017-04-10,2017-04-10,2017-04-10,0.1945075757575757,87.87,69.02,85.75814330958036,85.75814330958036,85.75814330958036,0.0,0.0,False
135685,SS-011790-PV1,905734,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,GALT WY,GALT ST,COLE ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,703,36.0,2017-04-10,2017-04-10,2017-04-10,0.1331439393939393,89.23,81.17,88.32699920823437,88.32699920823437,88.32699920823437,0.0,0.0,False
135692,SS-009490-PV1,905954,S1701,SLURRY SEAL GROUP 1701,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DUBOIS DR,CONRAD AV,APPLETON ST,2,CLAIREMONT MESA,RES RESIDENTIAL LOCAL STREET,385,40.0,2017-04-10,2017-04-10,2017-04-10,0.0729166666666666,96.18,79.08,94.26420427553445,94.26420427553444,94.26420427553444,-1.4210854715202004e-14,-1.5075557921927233e-14,False
