report_id,date_time,person_role,person_injury_lvl,person_veh_type,veh_type,veh_make,veh_model,police_beat,address_no_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
21203699,2021-06-12 11:50:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,DODGE,,831,0, ,EL CAJON,BOULEVARD, ,MENLO,AVENUE,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,MISDEMEANOR
21203710,2021-06-12 22:40:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,INFINITI,G35,623,0, ,FASHION VALLEY,ROAD, ,RIVERWALK,DRIVE,23103,VC,RECKLESS DRVG:HWY (M),1,0,FELONY
21203714,2021-06-13 01:18:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,LAND ROVER,,111,0, ,BALBOA,AVENUE, ,GENESEE,AVENUE,21462,VC,TRAFFIC CONTROL SIGNAL:FAILURE TO OBEY (I),2,0,
21203714,2021-06-13 01:18:00,DRIVER,,,,PORSCHE,,111,0, ,BALBOA,AVENUE, ,GENESEE,AVENUE,21462,VC,TRAFFIC CONTROL SIGNAL:FAILURE TO OBEY (I),2,0,
21203714,2021-06-13 01:18:00,DRIVER,,Other Commercial,TRUCK,HINO,,111,0, ,BALBOA,AVENUE, ,GENESEE,AVENUE,21462,VC,TRAFFIC CONTROL SIGNAL:FAILURE TO OBEY (I),2,0,
21203714,2021-06-13 01:18:00,PASSENGER,PAIN,Other Commercial,TRUCK,HINO,,111,0, ,BALBOA,AVENUE, ,GENESEE,AVENUE,21462,VC,TRAFFIC CONTROL SIGNAL:FAILURE TO OBEY (I),2,0,
21203714,2021-06-13 01:18:00,PASSENGER,PAIN,Other Commercial,TRUCK,HINO,,111,0, ,BALBOA,AVENUE, ,GENESEE,AVENUE,21462,VC,TRAFFIC CONTROL SIGNAL:FAILURE TO OBEY (I),2,0,
21203715,2021-06-13 02:29:00,DRIVER,,,,NISSAN,VERSA,521,0, ,06TH,AVENUE, ,ISLAND,AVENUE,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR
21203715,2021-06-13 02:29:00,DRIVER,PAIN,,,,,521,0, ,06TH,AVENUE, ,ISLAND,AVENUE,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR
21203729,2021-06-13 16:29:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,825,0, ,43RD,STREET, ,MEADE,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203729,2021-06-13 16:29:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,825,0, ,43RD,STREET, ,MEADE,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203734,2021-06-13 20:55:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,VOLVO,,721,0, ,ELDER,AVENUE, ,THERMAL,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203734,2021-06-13 20:55:00,DRIVER,,Pickups & Panels,,FORD,F150,721,0, ,ELDER,AVENUE, ,THERMAL,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203748,2021-06-14 11:52:00,DRIVER,,,AUTOMOBILE,HYUNDAI,ELANTRA,445,0, ,44TH,STREET, ,44TH,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203748,2021-06-14 11:52:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,LEXUS,"ES250, IS250",445,0, ,44TH,STREET, ,44TH,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203748,2021-06-14 11:52:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,LEXUS,"ES250, IS250",445,0, ,44TH,STREET, ,44TH,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21203753,2021-06-14 16:18:00,DRIVER,,Unknown Hit and Run Vehicle,,,,621,0, ,Comstock,STREET, ,OLSER,STREET,21703,VC,FOLLOWING TOO CLOSELY (I),0,0,MISDEMEANOR
21203753,2021-06-14 16:18:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",LIGHT DUTY TRUCK,TOYOTA,TACOMA,621,0, ,Comstock,STREET, ,OLSER,STREET,21703,VC,FOLLOWING TOO CLOSELY (I),0,0,MISDEMEANOR
21203757,2021-06-14 17:35:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHRYSLER,,826,0, ,EUCLID,AVENUE, ,ORANGE,AVENUE,22100B,VC,TURNS:IMPROPER LEFT HAND TURN (I),0,0,MISDEMEANOR
21203865,2021-06-14 19:28:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,Prius,124,0, ,HIDDEN VALLEY,ROAD, ,LA JOLLA,PARKWAY,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21203865,2021-06-14 19:28:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,Prius,124,0, ,HIDDEN VALLEY,ROAD, ,LA JOLLA,PARKWAY,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21203865,2021-06-14 19:28:00,DRIVER,,,,,,124,0, ,HIDDEN VALLEY,ROAD, ,LA JOLLA,PARKWAY,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21203778,2021-06-15 18:55:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,,242,0, ,I-15 Interection, , ,MERCY,ROAD,21453C,VC,SIGNAL LIGHTS:RED ARROW (I),2,0,
21203778,2021-06-15 18:55:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,AVALON,242,0, ,I-15 Interection, , ,MERCY,ROAD,21453C,VC,SIGNAL LIGHTS:RED ARROW (I),2,0,
21203786,2021-06-15 23:26:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,DODGE,DURANGO,521,0, ,10TH,AVENUE, ,J,STREET,21651(A)(2),VC,UNLAWFUL LEFT OR U-TURN (I),0,0,MISDEMEANOR
21203786,2021-06-15 23:26:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,INFINITI,,521,0, ,10TH,AVENUE, ,J,STREET,21651(A)(2),VC,UNLAWFUL LEFT OR U-TURN (I),0,0,MISDEMEANOR
21203802,2021-06-16 15:52:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",,TESLA,,614,0, ,SARATOGA,AVENUE, ,SUNSET CLIFFS,BOULEVARD,38314,VC,UNSAFE TURNING MOVEMENT (I),1,0,
21203802,2021-06-16 15:52:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHEVROLET,TRAIL BLAZER,614,0, ,SARATOGA,AVENUE, ,SUNSET CLIFFS,BOULEVARD,38314,VC,UNSAFE TURNING MOVEMENT (I),1,0,
21203809,2021-06-16 21:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MITSUBISHI,,614,0, ,EBERS,STREET, ,SARATOGA,AVENUE,22450(A),VC,FAILED TO STOP FOR STOP SIGN (I),0,0,MISDEMEANOR
21203845,2021-06-18 00:25:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,DODGE,DAKOTA,312,0, ,MAST BOUELVARD, , ,West bound, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21203854,2021-06-18 15:33:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FUSION,838,0, ,E/A 4100 38TH,STREET, ,WEST CURB OF E, ,38314,VC,UNSAFE TURNING MOVEMENT (I),0,0,MISDEMEANOR
21203854,2021-06-18 15:33:00,PARKED VEHICLE OCCUPANT,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FUSION,838,0, ,E/A 4100 38TH,STREET, ,WEST CURB OF E, ,38314,VC,UNSAFE TURNING MOVEMENT (I),0,0,MISDEMEANOR
21203854,2021-06-18 15:33:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FUSION,838,0, ,E/A 4100 38TH,STREET, ,WEST CURB OF E, ,38314,VC,UNSAFE TURNING MOVEMENT (I),0,0,MISDEMEANOR
21203871,2021-06-19 11:17:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,,,627,0, ,W/A OF 4100 CLEVELAND,AVENUE, ,TYLER, ,22106,VC,UNSAFE START ON HWY (I),0,0,
21203871,2021-06-19 11:17:00,DRIVER,,Ambulance,TRUCK,,,627,0, ,W/A OF 4100 CLEVELAND,AVENUE, ,TYLER, ,22106,VC,UNSAFE START ON HWY (I),0,0,
21203879,2021-06-19 17:56:00,DRIVER,,,,,,614,0, ,NIMITZ,BOULEVARD, ,SUNSET CLIFFS,BOULEVARD,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,MISDEMEANOR
21203879,2021-06-19 17:56:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,GENERAL MOTORS CORP,,614,0, ,NIMITZ,BOULEVARD, ,SUNSET CLIFFS,BOULEVARD,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,MISDEMEANOR
21203898,2021-06-19 18:42:00,DRIVER,VISABLE,Motorcycle,MOTORCYCLE,HARLEY-DAVIDSON,,122,0, ,Curb line, , ,HORNBLEN,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,
21203898,2021-06-19 18:42:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,122,0, ,Curb line, , ,HORNBLEN,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,
21203937,2021-06-22 13:51:29,DRIVER,SEVERE,Motorcycle,MOTORCYCLE,HARLEY-DAVIDSON,,122,0, ,GRAND,AVENUE, ,HAINES,STREET,23153(F),VC,DUI DRUG:CAUSING BODILY INJURY (F),2,0,
21203937,2021-06-22 13:51:29,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,122,0, ,GRAND,AVENUE, ,HAINES,STREET,23153(F),VC,DUI DRUG:CAUSING BODILY INJURY (F),2,0,
21203937,2021-06-22 13:51:29,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,122,0, ,GRAND,AVENUE, ,HAINES,STREET,23153(F),VC,DUI DRUG:CAUSING BODILY INJURY (F),2,0,
21203937,2021-06-22 13:51:29,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,122,0, ,GRAND,AVENUE, ,HAINES,STREET,23153(F),VC,DUI DRUG:CAUSING BODILY INJURY (F),2,0,
21203959,2021-06-23 08:15:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TESLA,,243,0, ,I-15 N/B ON,RAMP, ,KEARNY VILLA,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
21203959,2021-06-23 08:15:00,DRIVER,,Sport Utility Vehicle,AUTOMOBILE,CHEVROLET,TRAVERSE,243,0, ,I-15 N/B ON,RAMP, ,KEARNY VILLA,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
21203972,2021-06-23 13:13:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,VERSA,813,0, ,30TH,STREET, ,EL CAJON,BOULEVARD,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),0,0,MISDEMEANOR
21203972,2021-06-23 13:13:00,DRIVER,,Unknown Hit and Run Vehicle,,,,813,0, ,30TH,STREET, ,EL CAJON,BOULEVARD,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),0,0,MISDEMEANOR
21203969,2021-06-23 13:56:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,4-RUNNER,516,0, ,32ND,STREET, ,MARKET,STREET,21456.3(C),VC,BICYCLE MUST STOP BEFORE INTERSECTION AT RED LIGHT (I),1,0,
21203976,2021-06-23 16:55:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,ACCORD,315,0, ,FRAZEE,ROAD, ,FRIARS,ROAD,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR
21203976,2021-06-23 16:55:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,KIA,SPORTAGE,315,0, ,FRAZEE,ROAD, ,FRIARS,ROAD,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR
21204016,2021-06-23 18:30:00,DRIVER,,Unknown Hit and Run Vehicle,,,,833,0, ,HIGHLAND,AVENUE, ,UNIVERSITY,AVENUE,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),0,0,MISDEMEANOR
21204016,2021-06-23 18:30:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,JEEP,WRANGLER,833,0, ,HIGHLAND,AVENUE, ,UNIVERSITY,AVENUE,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),0,0,MISDEMEANOR
21203984,2021-06-23 22:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,,521,0, ,13TH,STREET, ,ISLAND,AVENUE,21800B,VC,RIGHT-OF-WAY:INTERSECTION - LEFT DRIVER YIELD (I),1,0,
21204001,2021-06-24 14:40:00,DRIVER,,,AUTOMOBILE,VOLVO,,122,0, ,DIAMOND,STREET, ,LAMONT,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
21204001,2021-06-24 14:40:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,PRIUS,122,0, ,DIAMOND,STREET, ,LAMONT,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
21203995,2021-06-24 21:44:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,,521,0, ,17TH,STREET, ,IMPERIAL,AVENUE,23123(A),VC,USE CELL PHONE WHILE DRIVING WITHOUT HANDSFREE DEVICE (I),1,0,
21203995,2021-06-24 21:44:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HYUNDAI,,521,0, ,17TH,STREET, ,IMPERIAL,AVENUE,23123(A),VC,USE CELL PHONE WHILE DRIVING WITHOUT HANDSFREE DEVICE (I),1,0,
21204020,2021-06-25 19:19:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,624,0, ,ALABAMA,STREET, ,EL CAJON,BOULEVARD,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,
21204020,2021-06-25 19:19:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,PATHFINDER,624,0, ,ALABAMA,STREET, ,EL CAJON,BOULEVARD,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,
21029802,2021-06-25 22:49:00,DRIVER,,Sport Utility Vehicle,AUTOMOBILE,B.M.W.,,612,0, ,EVERGREEN,STREET, ,KINGSLEY,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21204099,2021-06-26 23:07:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,BUICK,Enclave,242,0, ,PARKING LOT, , ,Camino Ruiz, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21204099,2021-06-26 23:07:00,DRIVER,,,,,,242,0, ,PARKING LOT, , ,Camino Ruiz, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21030167,2021-06-27 23:10:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,EXPLORER,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,JEEP,,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,JEEP,COMPASS,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,NISSAN,SENTRA,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,HONDA,CIVIC,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,MITSUBISHI,OUTLANDER,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030167,2021-06-27 23:10:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,CHRYSLER,,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,23152A,VC,DUI ALCOHOL (M),0,0,
21030174,2021-06-28 01:47:49,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,ESCAPE,122,0, ,DAWES,STREET, ,GRAND,AVENUE,23152B,VC,DUI ALC/0.08 PERCENT (M),2,0,
21030174,2021-06-28 01:47:49,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,ESCAPE,122,0, ,DAWES,STREET, ,GRAND,AVENUE,23152B,VC,DUI ALC/0.08 PERCENT (M),2,0,
21030174,2021-06-28 01:47:49,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,122,0, ,DAWES,STREET, ,GRAND,AVENUE,23152B,VC,DUI ALC/0.08 PERCENT (M),2,0,
21030174,2021-06-28 01:47:49,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,122,0, ,DAWES,STREET, ,GRAND,AVENUE,23152B,VC,DUI ALC/0.08 PERCENT (M),2,0,
21030174,2021-06-28 01:47:49,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,122,0, ,DAWES,STREET, ,GRAND,AVENUE,23152B,VC,DUI ALC/0.08 PERCENT (M),2,0,
21204104,2021-06-28 18:00:00,DRIVER,,Unknown Hit and Run Vehicle,,,,511,0, ,LOGAN,AVENUE, ,CESAR E CHAVEZ,PARKWAY,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21204104,2021-06-28 18:00:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,NISSAN,SENTRA,511,0, ,LOGAN,AVENUE, ,CESAR E CHAVEZ,PARKWAY,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21204108,2021-06-29 09:25:00,DRIVER,PAIN,,AUTOMOBILE,ACURA,,234,0, ,CAMINO DEL NORTE, , ,PASEO MONTANOSO, ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR
21204108,2021-06-29 09:25:00,DRIVER,,Unknown Hit and Run Vehicle,,,,234,0, ,CAMINO DEL NORTE, , ,PASEO MONTANOSO, ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR
21204115,2021-06-29 14:59:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,242,0, ,BLACK MOUNTAIN,ROAD, ,GOLD COAST,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21204115,2021-06-29 14:59:00,DRIVER,,,,,,242,0, ,BLACK MOUNTAIN,ROAD, ,GOLD COAST,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
21204116,2021-06-29 15:50:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,ACCORD,813,0, ,MADISON,AVENUE, ,TEXAS,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21204116,2021-06-29 15:50:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,SENTRA,813,0, ,MADISON,AVENUE, ,TEXAS,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
21204149,2021-07-01 06:20:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ROGUE,114,0, ,CLAIREMONT MESA,BOULEVARD, ,SB, ,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,
21204149,2021-07-01 06:20:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,B.M.W.,,114,0, ,CLAIREMONT MESA,BOULEVARD, ,SB, ,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,
21208335,2021-07-01 19:05:59,DRIVER,,"Passenger Car, Station Wagon, Jeep",,ROLLS-ROYCE,,934,0, ,Canyon Crest Academy POINTE, , ,VILLAGE CENTER,LOOP,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
21208335,2021-07-01 19:05:59,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TESLA,,934,0, ,Canyon Crest Academy POINTE, , ,VILLAGE CENTER,LOOP,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
21204218,2021-07-03 12:21:58,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,ACCORD,813,0, ,EL CAJON,BOULEVARD, ,ILLINOIS,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR
21204224,2021-07-03 19:55:00,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204224,2021-07-03 19:55:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204224,2021-07-03 19:55:00,PASSENGER,,Sport Utility Vehicle,AUTOMOBILE,BENTLEY,,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204224,2021-07-03 19:55:00,PASSENGER,,Sport Utility Vehicle,AUTOMOBILE,BENTLEY,,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204224,2021-07-03 19:55:00,PASSENGER,,Sport Utility Vehicle,AUTOMOBILE,BENTLEY,,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204224,2021-07-03 19:55:00,DRIVER,,Sport Utility Vehicle,AUTOMOBILE,BENTLEY,,934,0, ,CARMEL COUNTRY,ROAD, ,TOWNSGATE,DRIVE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
21204230,2021-07-04 02:31:36,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,ACCORD,524,0, ,09TH, , ,Cubline, ,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),0,0,MISDEMEANOR
21204230,2021-07-04 02:31:36,DRIVER,,,AUTOMOBILE,TOYOTA,CAMRY,524,0, ,09TH, , ,Cubline, ,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),0,0,MISDEMEANOR
21204234,2021-07-04 10:13:00,BICYCLIST,PAIN,,BICYCLE,,,841,0, ,COLLEGE,AVENUE, ,UNIVERSITY,AVENUE,22450(A),VC,FAILED TO STOP FOR STOP SIGN (I),1,0,
21204234,2021-07-04 10:13:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MERCEDES-BENZ,E500W,841,0, ,COLLEGE,AVENUE, ,UNIVERSITY,AVENUE,22450(A),VC,FAILED TO STOP FOR STOP SIGN (I),1,0,
21204234,2021-07-04 10:13:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MERCEDES-BENZ,E500W,841,0, ,COLLEGE,AVENUE, ,UNIVERSITY,AVENUE,22450(A),VC,FAILED TO STOP FOR STOP SIGN (I),1,0,
21204258,2021-07-05 01:12:41,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FUSION,327,0, ,COLLEGE,AVENUE, ,ft west of the east curb line of 5200 College,AVENUE,22348A,VC,EXCEED SPEED LIMIT AS SET IN VC 22349 OR VC 22356 (I),0,0,
21204381,2021-07-06 08:30:11,PARKED VEHICLE OCCUPANT,,,FARM EQUIPMENT,JEEP,GRAND CHEROKEE,711,0, ,MONUMENT,ROAD, ,SATURN,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
21204288,2021-07-06 10:16:00,DRIVER,,Other Commercial,TRUCK,CCC,,827,0,S,ALLEY OF 5351 REX,AVENUE, ,ECL 3800 Shiloh,ROAD,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,
21204288,2021-07-06 10:16:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,TOYOTA,TACOMA,827,0,S,ALLEY OF 5351 REX,AVENUE, ,ECL 3800 Shiloh,ROAD,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,
21204303,2021-07-06 18:55:00,DRIVER,,,,FORD,,529,0, ,ALBATROSS,STREET,W,JUNIPER,STREET,22450(A),VC,FAILED TO STOP FOR STOP SIGN (I),1,0,MISDEMEANOR
