objectid,roadsegid,iamfloc,rd20full,xstrt1,xstrt2,llowaddr,lhighaddr,rlowaddr,rhighaddr,zip,pwidth,pav_length,paveclass,funclass,cpname,pci23,pci23_d,road_norm,c1,c2,seg_key,adt_recent,adt_date,adt_mean,n_counts,seg_miles,vmt_day_recent
21695,920918.0,SS-021301-PV1,PARKSIDE AV,DUSK DR,GARBER AV,6500.0,6600.0,6501.0,6599.0,92139.0,40.0,684.1813,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Skyline-Paradise Hills,15.3,Serious,PARKSIDE AVE,DUSK DR,GARBER AVE,PARKSIDE AVE|DUSK DR|GARBER AVE,4071.0,2013-05-16,4448.0,2.0,0.12957979166666667,527.519331875
27193,932181.0,SS-017619-PV1,MARKET ST,RAVEN ST,41ST ST,4050.0,4098.0,4051.0,4099.0,92102.0,64.0,330.003,AC Improved,CL 2 LANE COLLECTOR,Southeastern San Diego,77.0,Satisfactory,MARKET ST,RAVEN ST,41ST ST,MARKET ST|41ST ST|RAVEN ST,17824.0,2016-04-14,16142.0,2.0,0.06250056818181818,1114.0101272727272
13288,927655.0,SS-001459-PV1,63RD ST,EL CAJON BL,ROSE ST,4700.0,4764.0,4701.0,4765.0,92115.0,36.0,565.2769,AC Improved,CL 2 LANE SUB-COLLECTOR,College Area,75.29,Satisfactory,63RD ST,EL CAJON BL,ROSE ST,63RD ST|EL CAJON BL|ROSE ST,3247.0,2021-06-15,3886.0,4.0,0.10706001893939393,347.6238814962121
25925,921297.0,SS-001613-PV1,ABBOTT ST,SARATOGA AV,CAPE MAY AV,2000.0,2048.0,2001.0,2049.0,92107.0,40.0,380.2032,AC Improved,CL 2 LANE SUB-COLLECTOR,Ocean Beach,77.58,Satisfactory,ABBOTT ST,SARATOGA AVE,CAPE MAY AVE,ABBOTT ST|CAPE MAY AVE|SARATOGA AVE,4300.0,2017-02-08,4213.75,4.0,0.07200818181818182,309.6351818181818
27181,921836.0,SS-000451-PV1,19TH ST,MARKET ST,G ST,600.0,698.0,601.0,699.0,92102.0,52.0,346.007,AC Improved,RES RESIDENTIAL LOCAL STREET,Southeastern San Diego,83.75,Satisfactory,19TH ST,MARKET ST,G ST,19TH ST|G ST|MARKET ST,6773.0,2014-02-19,6689.0,2.0,0.06553162878787878,443.845721780303
10391,908818.0,SS-011883-PV1,GARNET AV,BAYARD ST,CASS ST,900.0,998.0,901.0,999.0,92109.0,52.0,583.0619,AC Improved,CL 2 LANE SUB-COLLECTOR,Pacific Beach,90.2,Good,GARNET AVE,BAYARD ST,CASS ST,GARNET AVE|BAYARD ST|CASS ST,8109.0,2013-10-22,10569.5,2.0,0.11042839015151516,895.4638157386364
24491,913150.0,SS-019732-PV1,NAVAJO RD,COWLES MTN BL,BOULDER LAKE AV,7900.0,8298.0,7901.0,8299.0,92119.0,60.0,2359.8757,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Navajo,65.39,Fair,NAVAJO RD,COWLES MTN BL,BOULDER LAKE AVE,NAVAJO RD|BOULDER LAKE AVE|COWLES MTN BL,16516.0,2018-05-23,16177.8,5.0,0.44694615530303033,7381.762700984849
27245,921880.0,SS-018132-PV1,MERLIN DR,IMPERIAL AV,MARKET ST,400.0,498.0,401.0,499.0,92114.0,25.0,344.0131,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Encanto Neighborhoods,45.32,Poor,MERLIN DR,IMPERIAL AVE,MARKET ST,MERLIN DR|IMPERIAL AVE|MARKET ST,5743.0,2017-01-11,4989.0,4.0,0.06515399621212122,374.17940024621214
5906,905158.0,SS-012434-PV1,GOVERNOR DR,DUNANT ST,REGENTS RD,3100.0,3198.0,3101.0,3199.0,92122.0,80.0,761.8609,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,University,30.37,Very Poor,GOVERNOR DR,DUNANT ST,REGENTS RD,GOVERNOR DR|DUNANT ST|REGENTS RD,7096.0,2021-04-01,5772.25,4.0,0.14429183712121213,1023.8948762121213
27938,914271.0,SS-027167-PV1,UNIVERSITY AV,BANCROFT ST,BOUNDARY ST,3250.0,3268.0,3251.0,3269.0,92104.0,52.0,247.7249,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,North Park,18.51,Serious,UNIVERSITY AVE,BANCROFT ST,BOUNDARY ST,UNIVERSITY AVE|BANCROFT ST|BOUNDARY ST,21328.0,2022-04-05,24222.166666666668,6.0,0.0469175946969697,1000.6584596969697
14057,928132.0,SS-001235-PV1,52ND ST,TROJAN AV,EL CAJON BL,4300.0,4398.0,4301.0,4399.0,92115.0,36.0,853.2115,PCC Jointed Concrete,CL 2 LANE SUB-COLLECTOR,Mid-City: City Heights,71.26,Satisfactory,52ND ST,TROJAN AVE,EL CAJON BL,52ND ST|EL CAJON BL|TROJAN AVE,3262.0,2022-07-28,4217.0,4.0,0.16159308712121212,527.1166501893939
23793,912604.0,SS-027553-PV1,VIA ALICANTE,VIA MALLORCA,VIA SONOMA,3200.0,3398.0,3201.0,3399.0,92037.0,40.0,793.4407,AC Improved,RES RESIDENTIAL LOCAL STREET,University,79.57,Satisfactory,VIA ALICANTE,VIA MALLORCA,VIA SONOMA,VIA ALICANTE|VIA MALLORCA|VIA SONOMA,2357.0,2013-05-14,2516.0,2.0,0.15027285984848485,354.1931306628788
24498,913155.0,SS-014630-PV1,JEWELL ST,GARNET AV,EMERALD ST,4500.0,4648.0,4501.0,4649.0,92109.0,40.0,701.4193,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,97.48,Good,JEWELL ST,GARNET AVE,EMERALD ST,JEWELL ST|EMERALD ST|GARNET AVE,6793.0,2016-07-14,7131.6,10.0,0.1328445643939394,902.4131259280304
7720,906761.0,SS-006992-PV1,CHATEAU DR,VERLEY CT,DERRICK DR,5000.0,5098.0,5001.0,5099.0,92117.0,40.0,649.4476,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,77.04,Satisfactory,CHATEAU DR,VERLEY CT,DERRICK DR,CHATEAU DR|DERRICK DR|VERLEY CT,2535.0,2016-11-30,2733.3333333333335,3.0,0.12300143939393939,311.80864886363634
6464,905689.0,SS-014967-PV1,KEARNY VILLA RD,CHESAPEAKE DR,RUFFIN RD,5870.0,5998.0,5871.0,5999.0,92123.0,64.0,1405.9159,AC Improved,CL 2 LANE COLLECTOR,Kearny Mesa,65.26,Fair,KEARNY VILLA RD,CHESAPEAKE DR,RUFFIN RD,KEARNY VILLA RD|CHESAPEAKE DR|RUFFIN RD,7240.0,2019-11-20,6697.5,6.0,0.26627195075757576,1927.8089234848485
15629,917480.0,SS-011597-PV1,PACIFIC (FTG) HY,WRIGHT ST,BANDINI ST,0.0,0.0,0.0,0.0,92110.0,40.0,372.4904,AC Improved,RES RESIDENTIAL LOCAL STREET,Midway-Pacific Highway,95.4,Good,PACIFIC HY,WRIGHT ST,BANDINI ST,PACIFIC HY|BANDINI ST|WRIGHT ST,47255.0,2016-06-16,31662.0,5.0,0.07054742424242424,3333.7185325757578
14921,928630.0,SS-000948-PV1,39TH ST,WIGHTMAN ST,UNIVERSITY AV,3800.0,3998.0,3801.0,3999.0,92105.0,52.0,679.0736,AC Improved,RES RESIDENTIAL LOCAL STREET,Mid-City: City Heights,76.72,Satisfactory,39TH ST,WIGHTMAN ST,UNIVERSITY AVE,39TH ST|UNIVERSITY AVE|WIGHTMAN ST,3767.0,2015-10-29,3767.0,1.0,0.12861242424242425,484.48300212121217
14394,928332.0,SS-013091-PV1,HARNEY ST,JEFFERSON ST,CONGRESS ST,3900.0,3948.0,3901.0,3949.0,92110.0,30.0,349.6067,AC Improved,CL 2 LANE SUB-COLLECTOR,Old Town San Diego,86.8,Good,HARNEY ST,JEFFERSON ST,CONGRESS ST,HARNEY ST|CONGRESS ST|JEFFERSON ST,372.0,2014-06-18,786.0,2.0,0.06621339015151514,24.631381136363633
4313,916580.0,SS-013416-PV1,HIBERT ST,TREENA ST,SCRIPPS RANCH BL,9820.0,9998.0,9821.0,9999.0,92131.0,40.0,1172.0614,AC Improved,RES RESIDENTIAL LOCAL STREET,Scripps Miramar Ranch,58.59,Fair,HIBERT ST,TREENA ST,SCRIPPS RANCH BL,HIBERT ST|SCRIPPS RANCH BL|TREENA ST,4402.0,2019-04-18,4794.166666666667,6.0,0.22198132575757576,977.1617959848485
19418,919038.0,SS-017613-PV1,MARKET ST,59TH ST,IONA DR,5900.0,5998.0,5901.0,5999.0,92114.0,30.0,262.0303,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Encanto Neighborhoods,45.08,Poor,MARKET ST,59TH ST,IONA DR,MARKET ST|59TH ST|IONA DR,4648.0,2020-01-15,7659.714285714285,7.0,0.04962695075757576,230.66606712121214
27867,932336.0,SS-028646-PV1,WESTVIEW PY,GALVIN AV,CAPRICORN WY,11000.0,11298.0,11001.0,11299.0,92126.0,72.0,1620.2263,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,70.4,Satisfactory,WESTVIEW PY,GALVIN AVE,CAPRICORN WY,WESTVIEW PY|CAPRICORN WY|GALVIN AVE,18951.0,2021-11-10,16236.8,5.0,0.30686104166666667,5815.323600625
7155,906300.0,SS-007291-PV1,CLAIREMONT MESA BL,COMPLEX DR,OVERLAND AV,9000.0,9198.0,9001.0,9199.0,92123.0,46.0,1141.0669,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Kearny Mesa,62.74,Fair,CLAIREMONT MESA BL,COMPLEX DR,OVERLAND AVE,CLAIREMONT MESA BL|COMPLEX DR|OVERLAND AVE,21902.0,2015-11-18,23728.333333333332,3.0,0.21611115530303032,4733.2665234469705
11089,909244.0,SS-015918-PV1,LAMONT ST,ROOSEVELT AV,FORTUNA AV,3900.0,3998.0,3901.0,3999.0,92109.0,40.0,677.6489,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Pacific Beach,94.88,Good,LAMONT ST,ROOSEVELT AVE,FORTUNA AVE,LAMONT ST|FORTUNA AVE|ROOSEVELT AVE,3609.0,2013-10-23,4089.5,2.0,0.1283425946969697,463.18842426136365
5360,925228.0,SS-006554-PV1,CARROLL RD,LIQUID CT,REHCO RD,6920.0,6968.0,6921.0,6969.0,92121.0,50.0,361.2481,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mira Mesa,71.16,Satisfactory,CARROLL RD,LIQUID CT,REHCO RD,CARROLL RD|LIQUID CT|REHCO RD,6428.0,2014-03-25,9481.5,2.0,0.06841820075757576,439.792194469697
5348,925218.0,SS-005918-PV1,CAM SANTA FE,CARROLL RD,TRADE ST,8900.0,9098.0,8901.0,9099.0,92121.0,64.0,1177.0,AC Improved,,Mira Mesa,69.32,Fair,CAM SANTA FE,CARROLL RD,TRADE ST,CAM SANTA FE|CARROLL RD|TRADE ST,20605.0,2017-09-28,19502.5,4.0,0.22291666666666668,4593.197916666667
27226,921865.0,SS-017621-PV1,MARKET ST,UVAS ST,EUCLID AV,4802.0,5090.0,4801.0,5089.0,92102.0,74.0,2055.2752,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Encanto Neighborhoods,96.82,Good,MARKET ST,UVAS ST,EUCLID AVE,MARKET ST|EUCLID AVE|UVAS ST,11461.0,2017-01-11,10747.25,4.0,0.3892566666666667,4461.270656666667
25970,931739.0,SS-016470-PV1,LINCOLN AV,33RD ST,WABASH AV,3300.0,3348.0,3301.0,3349.0,92104.0,52.0,487.3438,AC Improved,CL 2 LANE COLLECTOR,Mid-City: City Heights,33.12,Very Poor,LINCOLN AVE,33RD ST,WABASH AVE,LINCOLN AVE|33RD ST|WABASH AVE,4299.0,2022-04-21,4299.5,4.0,0.09229996212121212,396.7975371590909
22742,912045.0,SS-015658-PV1,LA MEDIA RD,WINDSOCK ST,OTAY MESA RD,1401.0,1599.0,1400.0,1598.0,92154.0,102.0,1329.2008,AC Unimproved,CL 2 LANE SUB-COLLECTOR,Otay Mesa,57.91,Fair,LA MEDIA RD,WINDSOCK ST,OTAY MESA RD,LA MEDIA RD|OTAY MESA RD|WINDSOCK ST,4403.0,2014-07-08,5044.333333333333,3.0,0.25174257575757575,1108.422561060606
15809,910457.0,SS-027293-PV1,UTAH ST,MYRTLE AV,CAPPS ST,3500.0,3548.0,3501.0,3549.0,92104.0,52.0,379.0213,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,88.06,Good,UTAH ST,MYRTLE AVE,CAPPS ST,UTAH ST|CAPPS ST|MYRTLE AVE,1869.0,2013-02-14,1889.6666666666667,3.0,0.07178433712121213,134.16492607954547
14553,910251.0,SS-011242-PV1,FLORIDA ST,LINCOLN AV,POLK AV,4000.0,4098.0,4001.0,4099.0,92104.0,40.0,676.0,AC Improved,CL 2 LANE COLLECTOR,North Park,89.83,Good,FLORIDA ST,LINCOLN AVE,POLK AVE,FLORIDA ST|LINCOLN AVE|POLK AVE,3185.0,2013-10-29,3297.5,2.0,0.12803030303030302,407.7765151515151
18499,929954.0,SS-000427-PV1,17TH ST,C ST,B ST,1100.0,1198.0,1101.0,1199.0,92101.0,52.0,380.9996,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,65.24,Fair,17TH ST,C ST,B ST,17TH ST|B ST|C ST,1973.0,2014-02-18,1961.5,2.0,0.07215901515151515,142.3697368939394
26497,913938.0,SS-026441-PV1,THORN ST,BOUNDARY ST,NILE ST,3400.0,3448.0,3401.0,3449.0,92104.0,44.0,366.2077,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,67.26,Fair,THORN ST,BOUNDARY ST,NILE ST,THORN ST|BOUNDARY ST|NILE ST,3163.0,2014-11-25,2746.0,3.0,0.06935751893939393,219.377832405303
23743,912566.0,SS-022987-PV1,REGENTS RD,EASTGATE ML,GENESEE AV,9400.0,9798.0,9401.0,9799.0,92037.0,40.0,1480.5257,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,University,91.36,Good,REGENTS RD,EASTGATE ML,GENESEE AVE,REGENTS RD|EASTGATE ML|GENESEE AVE,7914.0,2021-06-10,9929.5,2.0,0.28040259469696965,2219.1061344318177
24460,913127.0,SS-019730-PV1,NAVAJO RD,JACKSON DR,GOLFCREST DR,6950.0,7298.0,6951.0,7299.0,92119.0,60.0,2512.5103,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Navajo,76.6,Satisfactory,NAVAJO RD,JACKSON DR,GOLFCREST DR,NAVAJO RD|GOLFCREST DR|JACKSON DR,14594.0,2018-05-17,14338.2,5.0,0.47585422348484846,6944.616537537879
15071,917275.0,SS-028134-PV1,VOLTAIRE ST,BOLINAS ST,SOTO ST,4401.0,4439.0,4400.0,4438.0,92107.0,40.0,262.4061,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,92.62,Good,VOLTAIRE ST,BOLINAS ST,SOTO ST,VOLTAIRE ST|BOLINAS ST|SOTO ST,6232.0,2021-07-07,8325.0,4.0,0.049698124999999996,309.718715
3933,924316.0,SS-011986-PV1,GEMINI AV,JEFFREY CT,JANICE CT,9160.0,9248.0,9161.0,9249.0,92126.0,64.0,300.0817,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,86.72,Good,GEMINI AVE,JEFFREY CT,JANICE CT,GEMINI AVE|JANICE CT|JEFFREY CT,8939.0,2021-11-16,8353.8,5.0,0.056833655303030306,508.0360447537879
28774,901616.0,SS-031588-PV1,ENRICO FERMI DR,AIRWAY RD,SIEMPRE VIVA RD,2101.0,2299.0,2100.0,2298.0,92154.0,78.0,1193.0339,AC Improved,RES RESIDENTIAL LOCAL STREET,Otay Mesa,53.68,Poor,ENRICO FERMI DR,AIRWAY RD,SIEMPRE VIVA RD,ENRICO FERMI DR|AIRWAY RD|SIEMPRE VIVA RD,4926.0,2014-05-28,4785.5,2.0,0.22595339015151514,1113.0463998863636
27518,922068.0,SS-021162-PV1,PARADISE VALLEY RD,DEEP DELL RD,S MEADOWBROOK DR,7600.0,7998.0,7601.0,7999.0,92139.0,82.0,1322.806,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Skyline-Paradise Hills,8.76,Failed,PARADISE VALLEY RD,DEEP DELL RD,S MEADOWBROOK DR,PARADISE VALLEY RD|DEEP DELL RD|S MEADOWBROOK DR,16559.0,2018-06-27,16559.0,1.0,0.2505314393939394,4148.550104924243
23596,930861.0,SS-005908-PV1,CAM RUIZ,CAPRICORN WY,ZAPATA AV,11200.0,11298.0,11201.0,11299.0,92126.0,64.0,822.0,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,45.76,Poor,CAM RUIZ,CAPRICORN WY,ZAPATA AVE,CAM RUIZ|CAPRICORN WY|ZAPATA AVE,18978.0,2021-11-10,16108.5,4.0,0.15568181818181817,2954.5295454545453
19399,919022.0,SS-001132-PV1,47TH ST,HARTLEY ST,MARKET ST,500.0,598.0,501.0,599.0,92102.0,64.0,475.341,AC Improved,CL 2 LANE COLLECTOR,Encanto Neighborhoods,65.4,Fair,47TH ST,HARTLEY ST,MARKET ST,47TH ST|HARTLEY ST|MARKET ST,9988.0,2013-02-05,9921.5,2.0,0.09002670454545454,899.1867249999999
25951,913838.0,SS-016462-PV1,LINCOLN AV,UTAH ST,KANSAS ST,2850.0,2898.0,2851.0,2899.0,92104.0,52.0,381.0131,AC Improved,CL 2 LANE SUB-COLLECTOR,North Park,92.59,Good,LINCOLN AVE,UTAH ST,KANSAS ST,LINCOLN AVE|KANSAS ST|UTAH ST,4030.0,2020-03-03,4372.166666666667,6.0,0.07216157196969697,290.8111350378788
14185,928200.0,SS-024014-PV1,SAN DIEGO AV,HARNEY ST,TWIGGS ST,2501.0,2899.0,2500.0,2898.0,92110.0,51.0,347.8,AC Improved,CL 2 LANE SUB-COLLECTOR,Old Town San Diego,78.39,Satisfactory,SAN DIEGO AVE,HARNEY ST,TWIGGS ST,SAN DIEGO AVE|HARNEY ST|TWIGGS ST,3569.0,2014-11-06,3552.0,2.0,0.06587121212121212,235.09435606060606
10562,908916.0,SS-012500-PV1,GRAND AV,CASS ST,DAWES ST,1000.0,1098.0,1001.0,1099.0,92109.0,33.0,580.6375,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Pacific Beach,85.75,Good,GRAND AVE,CASS ST,DAWES ST,GRAND AVE|CASS ST|DAWES ST,29080.0,2019-08-17,24768.833333333332,6.0,0.1099692234848485,3197.9050189393943
4999,916773.0,SS-003075-PV1,AVIARY DR,SCRIPPS RANCH BL,CANYON LAKE DR,10000.0,10158.0,10001.0,10159.0,92131.0,40.0,897.4836,AC Improved,CL 2 LANE COLLECTOR,Scripps Miramar Ranch,79.25,Satisfactory,AVIARY DR,SCRIPPS RANCH BL,CANYON LAKE DR,AVIARY DR|CANYON LAKE DR|SCRIPPS RANCH BL,5256.0,2022-09-08,4037.4,5.0,0.16997795454545456,893.4041290909091
5550,904815.0,SS-022982-PV1,REGENTS RD,BERINO CT,NOBEL DR,8000.0,8798.0,8001.0,8799.0,92122.0,75.0,1686.2312,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,University,67.09,Fair,REGENTS RD,BERINO CT,NOBEL DR,REGENTS RD|BERINO CT|NOBEL DR,10992.0,2015-11-04,11303.4,5.0,0.31936196969696967,3510.4267709090905
24662,913282.0,SS-006629-PV1,CASS ST,THOMAS AV,GRAND AV,4300.0,4398.0,4301.0,4399.0,92109.0,52.0,372.0497,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,52.95,Poor,CASS ST,THOMAS AVE,GRAND AVE,CASS ST|GRAND AVE|THOMAS AVE,4098.0,2015-10-28,4098.0,1.0,0.07046395833333333,288.76130125
14902,928615.0,SS-026018-PV1,SWIFT AV,WIGHTMAN ST,UNIVERSITY AV,3800.0,3998.0,3801.0,3999.0,92104.0,52.0,679.1244,AC Improved,CL 2 LANE COLLECTOR,Mid-City: City Heights,70.46,Satisfactory,SWIFT AVE,WIGHTMAN ST,UNIVERSITY AVE,SWIFT AVE|UNIVERSITY AVE|WIGHTMAN ST,5734.0,2022-04-21,5657.5,6.0,0.12862204545454547,737.5188086363637
25412,921206.0,SS-017138-PV1,MADISON AV,NORTH AV,PARK BL,1700.0,1798.0,1701.0,1799.0,92116.0,52.0,395.0028,AC Improved,CL 2 LANE SUB-COLLECTOR,North Park,85.79,Good,MADISON AVE,NORTH AVE,PARK BL,MADISON AVE|NORTH AVE|PARK BL,4232.0,2022-03-29,3951.75,4.0,0.07481113636363636,316.60072909090906
9553,908209.0,SS-018589-PV1,MISSION GORGE RD,PRINCESS VIEW DR,CONESTOGA WY,7400.0,7598.0,7401.0,7599.0,92120.0,82.0,1410.0,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Navajo,58.38,Fair,MISSION GORGE RD,PRINCESS VIEW DR,CONESTOGA WY,MISSION GORGE RD|CONESTOGA WY|PRINCESS VIEW DR,19746.0,2018-05-16,19380.0,5.0,0.26704545454545453,5273.079545454545
12065,909749.0,SS-008922-PV1,DEL CERRO BL,THETA PL,CAPRI DR,6200.0,6258.0,6201.0,6259.0,92120.0,46.0,783.326,AC Improved,CL 2 LANE COLLECTOR,Navajo,72.97,Satisfactory,DEL CERRO BL,THETA PL,CAPRI DR,DEL CERRO BL|CAPRI DR|THETA PL,3809.0,2021-12-15,3637.5,4.0,0.14835719696969699,565.0925632575759
25761,913803.0,SS-013818-PV1,HOWARD AV,UTAH ST,KANSAS ST,2850.0,2898.0,2851.0,2899.0,92104.0,52.0,382.0025,AC Improved,CL 2 LANE COLLECTOR,North Park,45.59,Poor,HOWARD AVE,UTAH ST,KANSAS ST,HOWARD AVE|KANSAS ST|UTAH ST,6860.0,2022-03-29,6283.166666666667,6.0,0.07234895833333334,496.3138541666667
26870,914048.0,SS-011070-PV1,FERN ST,HAWTHORN ST,IVY ST,2100.0,2198.0,2101.0,2199.0,92104.0,40.0,381.0337,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Greater Golden Hill,77.44,Satisfactory,FERN ST,HAWTHORN ST,IVY ST,FERN ST|HAWTHORN ST|IVY ST,5728.0,2021-05-11,6738.6,5.0,0.07216547348484849,413.36383212121217
23114,934992.0,SS-005311-PV1,CACTUS RD,AIRWAY RD,SIEMPRE VIVA RD,2000.0,2498.0,2001.0,2499.0,92154.0,20.0,2592.84072819,AC Unimproved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Otay Mesa,14.22,Serious,CACTUS RD,AIRWAY RD,SIEMPRE VIVA RD,CACTUS RD|AIRWAY RD|SIEMPRE VIVA RD,3180.0,2011-11-08,4675.0,2.0,0.4910683197329545,1561.5972567507954
25075,913503.0,SS-018543-PV1,MISSION BL,ISTHMUS CT,JAMAICA CT,3250.0,3268.0,3251.0,3269.0,92109.0,28.0,186.5098,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mission Beach,40.18,Poor,MISSION BL,ISTHMUS CT,JAMAICA CT,MISSION BL|ISTHMUS CT|JAMAICA CT,14932.0,2013-04-23,15656.0,2.0,0.03532382575757576,527.4553662121212
24897,931221.0,SS-021735-PV1,PHYLLIS PL,ABBOTSHILL RD,MURRAY RIDGE RD,8300.0,8698.0,8301.0,8699.0,92123.0,40.0,1701.1817,AC Improved,CL 2 LANE SUB-COLLECTOR,Serra Mesa,54.98,Poor,PHYLLIS PL,ABBOTSHILL RD,MURRAY RIDGE RD,PHYLLIS PL|ABBOTSHILL RD|MURRAY RIDGE RD,2044.0,2020-01-15,2044.0,1.0,0.3221935037878788,658.5635217424243
21206,920447.0,SS-002214-PV1,ALSACIA ST,SPRING OAK WY,GROVE VIEW RD,7360.0,7398.0,7361.0,7399.0,92139.0,40.0,261.3751,AC Improved,CL 2 LANE SUB-COLLECTOR,Skyline-Paradise Hills,82.24,Satisfactory,ALSACIA ST,SPRING OAK WY,GROVE VIEW RD,ALSACIA ST|GROVE VIEW RD|SPRING OAK WY,1080.0,2015-06-25,1080.0,1.0,0.04950285984848484,53.46308863636363
22462,911787.0,SS-009026-PV1,DEL SOL BL,PICADOR BL,OTONO ST,3726.0,3848.0,3727.0,3849.0,92154.0,32.0,536.6465,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,75.27,Satisfactory,DEL SOL BL,PICADOR BL,OTONO ST,DEL SOL BL|OTONO ST|PICADOR BL,15423.0,2022-01-13,13744.0,6.0,0.10163759469696969,1567.5566230113634
4878,924878.0,SS-012301-PV1,GOLD COAST DR,GOLD COAST CT,LIPSCOMB DR,8830.0,8898.0,8831.0,8899.0,92126.0,40.0,290.2086,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,10.5,Serious,GOLD COAST DR,GOLD COAST CT,LIPSCOMB DR,GOLD COAST DR|GOLD COAST CT|LIPSCOMB DR,8107.0,2013-10-16,9178.5,2.0,0.05496375,445.59112125
1122,922949.0,SS-004331-PV1,BLACK MTN RD,STARGAZE AV,WESTVALE RD,14200.0,14398.0,14201.0,14399.0,92129.0,60.0,1206.2698,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Rancho Penasquitos,90.07,Good,BLACK MTN RD,STARGAZE AVE,WESTVALE RD,BLACK MTN RD|STARGAZE AVE|WESTVALE RD,11592.0,2014-04-24,11596.0,2.0,0.2284601893939394,2648.3105154545456
11158,926318.0,SS-012016-PV1,GENESEE AV,LINDA VISTA RD,WHITNEY ST,2600.0,2698.0,2601.0,2699.0,92111.0,75.0,1083.3319,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Linda Vista,27.96,Very Poor,GENESEE AVE,LINDA VISTA RD,WHITNEY ST,GENESEE AVE|LINDA VISTA RD|WHITNEY ST,19416.0,2016-11-29,21213.88888888889,9.0,0.2051764962121212,3983.706850454545
24180,912929.0,SS-004284-PV1,BIRD ROCK AV,BEAUMONT AV,WAVERLY AV,600.0,698.0,601.0,699.0,92037.0,30.0,294.6848,AC Improved,RES RESIDENTIAL LOCAL STREET,La Jolla,84.92,Satisfactory,BIRD ROCK AVE,BEAUMONT AVE,WAVERLY AVE,BIRD ROCK AVE|BEAUMONT AVE|WAVERLY AVE,742.0,2012-07-10,653.6666666666666,3.0,0.055811515151515154,41.41214424242425
21930,911320.0,SS-020032-PV1,NORSTAD AV,BYRD ST,PALM (SB) (FTG) AV,651.0,699.0,650.0,698.0,92154.0,36.0,240.0228,AC Improved,CL 2 LANE SUB-COLLECTOR,Otay Mesa-Nestor,26.15,Very Poor,NORSTAD AVE,BYRD ST,PALM AVE,NORSTAD AVE|BYRD ST|PALM AVE,1479.0,2015-06-02,1617.6666666666667,3.0,0.04545886363636364,67.23365931818182
7948,906938.0,SS-006996-PV1,CHATEAU DR,CAMBER DR,MT ABERNATHY AV,5500.0,5798.0,5501.0,5799.0,92117.0,40.0,806.7425,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,77.49,Satisfactory,CHATEAU DR,CAMBER DR,MT ABERNATHY AVE,CHATEAU DR|CAMBER DR|MT ABERNATHY AVE,2172.0,2014-03-12,2458.5,2.0,0.15279214015151515,331.8645284090909
