"objectid","zone_name","imp_date","ordnum"
"601","LJSPD-MF2","2006-02-28","R-301263"
"602","LJSPD-PRF","2006-02-28","R-301263"
"603","LJSPD-SF","2006-02-28","R-301263"
"604","LJSPD-V","2006-02-28","R-301263"
"605","LJSPD-V","2006-02-28","R-301263"
"606","LJSPD-YMCA","2006-02-28","R-301263"
"607","MBPD-NC-N","2006-02-28","R-301263"
"608","MBPD-NC-S","2006-02-28","R-301263"
"609","MBPD-NC-S","2006-02-28","R-301263"
"610","MBPD-NC-S","2006-02-28","R-301263"
"611","MBPD-R-N","2006-02-28","R-301263"
"612","MBPD-R-S","2006-02-28","R-301263"
"613","MBPD-R-S","2006-02-28","R-301263"
"614","MBPD-VC-N","2006-02-28","R-301263"
"615","MBPD-VC-S","2006-02-28","R-301263"
"616","MBPD-VC-S","2006-02-28","R-301263"
"617","CCPD-RE","2019-07-21","O-21087 NS"
"618","OC-1-1","2006-02-28","R-301263"
"619","OC-1-1","2006-02-28","R-301263"
"620","OC-1-1","2006-02-28","R-301263"
"621","OC-1-1","2006-02-28","R-301263"
"622","OC-1-1","2006-02-28","R-301263"
"623","OC-1-1","2006-02-28","R-301263"
"624","OC-1-1","2006-02-28","R-301263"
"625","OC-1-1","2006-02-28","R-301263"
"626","OC-1-1","2006-02-28","R-301263"
"627","OC-1-1","2006-02-28","R-301263"
"628","OC-1-1","2006-02-28","R-301263"
"629","OC-1-1","2006-02-28","R-301263"
"630","OC-1-1","2006-02-28","R-301263"
"631","OC-1-1","2006-02-28","R-301263"
"632","OC-1-1","2006-02-28","R-301263"
"633","OC-1-1","2006-02-28","R-301263"
"634","OF-1-1","2006-02-28","R-301263"
"635","OF-1-1","2006-02-28","R-301263"
"636","OF-1-1","2006-02-28","R-301263"
"637","OF-1-1","2006-02-28","R-301263"
"638","OF-1-1","2006-02-28","R-301263"
"639","OP-1-1","2006-02-28","R-301263"
"640","OP-1-1","2006-02-28","R-301263"
"641","OP-1-1","2006-02-28","R-301263"
"642","OP-1-1","2006-02-28","R-301263"
"643","OP-1-1","2006-02-28","R-301263"
"644","OP-1-1","2006-02-28","R-301263"
"645","OP-1-1","2006-02-28","R-301263"
"646","OP-1-1","2006-02-28","R-301263"
"647","OP-1-1","2006-02-28","R-301263"
"648","OP-1-1","2006-02-28","R-301263"
"649","OP-1-1","2006-02-28","R-301263"
"650","OP-1-1","2006-02-28","R-301263"
"651","OP-1-1","2006-02-28","R-301263"
"652","OP-1-1","2006-02-28","R-301263"
"653","OP-1-1","2006-02-28","R-301263"
"654","OP-1-1","2006-02-28","R-301263"
"655","OP-1-1","2006-02-28","R-301263"
"656","OP-1-1","2006-02-28","R-301263"
"657","OP-1-1","2006-02-28","R-301263"
"658","OP-1-1","2006-02-28","R-301263"
"659","OP-1-1","2006-02-28","R-301263"
"660","OP-1-1","2006-02-28","R-301263"
"661","OP-1-1","2006-02-28","R-301263"
"662","OP-1-1","2006-02-28","R-301263"
"663","OP-1-1","2006-02-28","R-301263"
"664","OP-1-1","2006-02-28","R-301263"
"665","OP-1-1","2006-02-28","R-301263"
"666","OP-1-1","2006-02-28","R-301263"
"667","OP-1-1","2006-02-28","R-301263"
"668","OP-1-1","2006-02-28","R-301263"
"669","OP-1-1","2006-02-28","R-301263"
"670","OP-1-1","2006-02-28","R-301263"
"671","OP-1-1","2006-02-28","R-301263"
"672","OP-1-1","2006-02-28","R-301263"
"673","OP-1-1","2006-02-28","R-301263"
"674","OP-1-1","2006-02-28","R-301263"
"675","OP-1-1","2006-02-28","R-301263"
"676","OP-1-1","2006-02-28","R-301263"
"677","OP-1-1","2006-02-28","R-301263"
"678","OP-1-1","2006-02-28","R-301263"
"679","OP-1-1","2006-02-28","R-301263"
"680","OP-1-1","2006-02-28","R-301263"
"681","OP-1-1","2006-02-28","R-301263"
"682","OP-1-1","2006-02-28","R-301263"
"683","OP-1-1","2006-02-28","R-301263"
"684","OP-1-1","2006-02-28","R-301263"
"685","OP-1-1","2006-02-28","R-301263"
"686","OP-1-1","2006-02-28","R-301263"
"687","OP-1-1","2006-02-28","R-301263"
"688","OP-1-1","2006-02-28","R-301263"
"689","OP-1-1","2006-02-28","R-301263"
"690","OP-1-1","2006-02-28","R-301263"
"691","OP-1-1","2006-02-28","R-301263"
"692","OP-1-1","2006-02-28","R-301263"
"693","OP-1-1","2006-02-28","R-301263"
"694","OP-1-1","2006-02-28","R-301263"
"695","OP-1-1","2006-02-28","R-301263"
"696","OP-1-1","2006-02-28","R-301263"
"697","OP-1-1","2006-02-28","R-301263"
"698","OP-1-1","2006-02-28","R-301263"
"699","OP-1-1","2006-02-28","R-301263"
"700","OP-1-1","2006-02-28","R-301263"
"701","OP-1-1","2006-02-28","R-301263"
"702","OP-1-1","2006-02-28","R-301263"
"703","OP-1-1","2006-02-28","R-301263"
"704","OP-1-1","2006-02-28","R-301263"
"705","OP-1-1","2006-02-28","R-301263"
"706","OP-1-1","2006-02-28","R-301263"
"707","OP-1-1","2006-02-28","R-301263"
"708","OP-1-1","2006-02-28","R-301263"
"709","OP-1-1","2006-02-28","R-301263"
"710","OP-2-1","2006-02-28","R-301263"
"711","OP-2-1","2006-02-28","R-301263"
"712","OP-2-1","2006-02-28","R-301263"
"713","OP-2-1","2006-02-28","R-301263"
"714","OP-2-1","2006-02-28","R-301263"
"715","OP-2-1","2006-02-28","R-301263"
"716","OP-2-1","2006-02-28","R-301263"
"717","OP-2-1","2006-02-28","R-301263"
"718","OP-2-1","2006-02-28","R-301263"
"719","OP-2-1","2006-02-28","R-301263"
"720","OP-2-1","2006-02-28","R-301263"
"721","OP-2-1","2006-02-28","R-301263"
"722","OP-2-1","2006-02-28","R-301263"
"723","OP-2-1","2006-02-28","R-301263"
"724","OP-2-1","2006-02-28","R-301263"
"725","OP-2-1","2006-02-28","R-301263"
"726","OP-2-1","2006-02-28","R-301263"
"727","OP-2-1","2006-02-28","R-301263"
"728","OP-2-1","2006-02-28","R-301263"
"729","OR-1-1","2006-02-28","R-301263"
"730","OR-1-1","2006-02-28","R-301263"
"731","OR-1-1","2006-02-28","R-301263"
"732","OR-1-1","2006-02-28","R-301263"
"733","OR-1-1","2006-02-28","R-301263"
"734","OR-1-1","2006-02-28","R-301263"
"735","OR-1-1","2006-02-28","R-301263"
"736","OR-1-1","2006-02-28","R-301263"
"737","OR-1-1","2006-02-28","R-301263"
"738","OR-1-1","2006-02-28","R-301263"
"739","OR-1-1","2006-02-28","R-301263"
"740","OR-1-1","2006-02-28","R-301263"
"741","OR-1-1","2006-02-28","R-301263"
"742","OR-1-1","2006-02-28","R-301263"
"743","OR-1-1","2006-02-28","R-301263"
"744","OR-1-1","2006-02-28","R-301263"
"745","OR-1-1","2006-02-28","R-301263"
"746","OR-1-1","2006-02-28","R-301263"
"747","OR-1-1","2006-02-28","R-301263"
"748","OR-1-1","2006-02-28","R-301263"
"749","OR-1-2","2006-02-28","R-301263"
"750","OR-1-2","2006-02-28","R-301263"
"751","OR-1-2","2006-02-28","R-301263"
"752","RM-1-1","2006-02-28","R-301263"
"753","RM-1-1","2006-02-28","R-301263"
"754","RM-1-1","2006-02-28","R-301263"
"755","RM-1-1","2006-02-28","R-301263"
"756","RM-1-1","2006-02-28","R-301263"
"757","RM-1-1","2006-02-28","R-301263"
"758","RM-1-1","2006-02-28","R-301263"
"759","RM-1-1","2006-02-28","R-301263"
"760","RM-1-1","2006-02-28","R-301263"
"761","RM-1-1","2006-02-28","R-301263"
"762","RM-1-1","2006-02-28","R-301263"
"763","RM-1-1","2006-02-28","R-301263"
"764","RM-1-1","2006-02-28","R-301263"
"765","RM-1-1","2006-02-28","R-301263"
"766","RM-1-1","2006-02-28","R-301263"
"767","RM-1-1","2006-02-28","R-301263"
"768","RM-1-1","2006-02-28","R-301263"
"769","RM-1-1","2006-02-28","R-301263"
"770","RM-1-1","2006-02-28","R-301263"
"771","RM-1-1","2006-02-28","R-301263"
"772","RM-1-1","2006-02-28","R-301263"
"773","RM-1-1","2006-02-28","R-301263"
"774","RM-1-1","2006-02-28","R-301263"
"775","RM-1-1","2006-02-28","R-301263"
"776","RM-1-1","2006-02-28","R-301263"
"777","RM-1-1","2006-02-28","R-301263"
"778","RM-1-1","2006-02-28","R-301263"
"779","RM-1-1","2006-02-28","R-301263"
"780","RM-1-1","2006-02-28","R-301263"
"781","RM-1-1","2006-02-28","R-301263"
"782","RM-1-1","2006-02-28","R-301263"
"783","RM-1-1","2006-02-28","R-301263"
"784","RM-1-1","2006-02-28","R-301263"
"785","RM-1-1","2006-02-28","R-301263"
"786","RM-1-1","2006-02-28","R-301263"
"787","RM-1-1","2006-02-28","R-301263"
"788","RM-1-1","2006-02-28","R-301263"
"789","RM-1-1","2006-02-28","R-301263"
"790","RM-1-1","2006-02-28","R-301263"
"791","RM-1-1","2006-02-28","R-301263"
"792","RM-1-1","2006-02-28","R-301263"
"793","RM-1-1","2006-02-28","R-301263"
"794","RM-1-1","2006-02-28","R-301263"
"795","RM-1-1","2006-02-28","R-301263"
"796","RM-1-1","2006-02-28","R-301263"
"797","RM-1-1","2006-02-28","R-301263"
"798","RM-1-1","2006-02-28","R-301263"
"799","RM-1-1","2006-02-28","R-301263"
"800","RM-1-1","2006-02-28","R-301263"
"801","RM-1-1","2006-02-28","R-301263"
"802","RM-1-1","2006-02-28","R-301263"
"803","RM-1-1","2006-02-28","R-301263"
"804","RM-1-1","2006-02-28","R-301263"
"805","RM-1-1","2006-02-28","R-301263"
"806","RM-1-1","2006-02-28","R-301263"
"807","RM-1-1","2006-02-28","R-301263"
"808","RM-1-1","2006-02-28","R-301263"
"809","RM-1-1","2006-02-28","R-301263"
"810","RM-1-1","2006-02-28","R-301263"
"811","RM-1-1","2006-02-28","R-301263"
"812","RM-1-1","2006-02-28","R-301263"
"813","RM-1-1","2006-02-28","R-301263"
"814","RM-1-1","2006-02-28","R-301263"
"815","RM-1-1","2006-02-28","R-301263"
"816","RM-1-1","2006-02-28","R-301263"
"817","RM-1-1","2006-02-28","R-301263"
"818","RM-1-1","2006-02-28","R-301263"
"819","RM-1-1","2006-02-28","R-301263"
"820","RM-1-1","2006-02-28","R-301263"
"821","RM-1-1","2006-02-28","R-301263"
"822","RM-1-1","2006-02-28","R-301263"
"823","RM-1-1","2006-02-28","R-301263"
"824","RM-1-1","2006-02-28","R-301263"
"825","RM-1-1","2006-02-28","R-301263"
"826","RM-1-1","2006-02-28","R-301263"
"827","RM-1-1","2006-02-28","R-301263"
"828","RM-1-1","2006-02-28","R-301263"
"829","RM-1-1","2006-02-28","R-301263"
"830","RM-1-1","2006-02-28","R-301263"
"831","RM-1-1","2006-02-28","R-301263"
"832","RM-1-1","2006-02-28","R-301263"
"833","RM-1-1","2006-02-28","R-301263"
"834","RM-1-1","2006-02-28","R-301263"
"835","RM-1-1","2006-02-28","R-301263"
"836","RM-1-1","2006-02-28","R-301263"
"837","RM-1-1","2006-02-28","R-301263"
"838","RM-1-1","2006-02-28","R-301263"
"839","RM-1-1","2006-02-28","R-301263"
"840","RM-1-1","2006-02-28","R-301263"
"841","RM-1-1","2006-02-28","R-301263"
"842","RM-1-1","2006-02-28","R-301263"
"843","RM-1-1","2006-02-28","R-301263"
"844","RM-1-1","2006-02-28","R-301263"
"845","RM-1-1","2006-02-28","R-301263"
"846","RM-1-1","2006-02-28","R-301263"
"847","RM-1-1","2006-02-28","R-301263"
"848","RM-1-1","2006-02-28","R-301263"
"849","RM-1-1","2006-02-28","R-301263"
"850","RM-1-1","2006-02-28","R-301263"
"851","RM-1-1","2006-02-28","R-301263"
"852","RM-1-1","2006-02-28","R-301263"
"853","RM-1-1","2006-02-28","R-301263"
"854","RM-1-1","2006-02-28","R-301263"
"855","RM-1-1","2006-02-28","R-301263"
"856","RM-1-1","2006-02-28","R-301263"
"857","RM-1-1","2006-02-28","R-301263"
"858","RM-1-1","2006-02-28","R-301263"
"859","RM-1-1","2006-02-28","R-301263"
"860","RM-1-1","2006-02-28","R-301263"
"861","RM-1-1","2006-02-28","R-301263"
"862","RM-1-1","2006-02-28","R-301263"
"863","RM-1-1","2006-02-28","R-301263"
"864","RM-1-1","2006-02-28","R-301263"
"865","RM-1-1","2006-02-28","R-301263"
"866","RM-1-1","2006-02-28","R-301263"
"867","RM-1-1","2006-02-28","R-301263"
"868","RM-1-1","2006-02-28","R-301263"
"869","RM-1-1","2006-02-28","R-301263"
"870","RM-1-1","2006-02-28","R-301263"
"871","RM-1-1","2006-02-28","R-301263"
"872","RM-1-1","2006-02-28","R-301263"
"873","RM-1-1","2006-02-28","R-301263"
"874","RM-1-1","2006-02-28","R-301263"
"875","RM-1-1","2006-02-28","R-301263"
"876","RM-1-1","2006-02-28","R-301263"
"877","RM-1-1","2006-02-28","R-301263"
"878","RM-1-1","2006-02-28","R-301263"
"879","RM-1-1","2006-02-28","R-301263"
"880","RM-1-1","2006-02-28","R-301263"
"881","RM-1-1","2006-02-28","R-301263"
"882","RM-1-1","2006-02-28","R-301263"
"883","RM-1-1","2006-02-28","R-301263"
"884","RM-1-1","2006-02-28","R-301263"
"885","RM-1-1","2006-02-28","R-301263"
"886","RM-1-1","2006-02-28","R-301263"
"887","AR-1-1","2006-02-28","R-301263"
"888","RM-1-1","2006-02-28","R-301263"
"889","RM-1-1","2006-02-28","R-301263"
"890","RM-1-1","2006-02-28","R-301263"
"891","RM-1-1","2006-02-28","R-301263"
"892","RM-1-1","2006-02-28","R-301263"
"893","RM-1-1","2006-02-28","R-301263"
"894","RM-1-1","2006-02-28","R-301263"
"895","RM-1-1","2006-02-28","R-301263"
"896","RM-1-1","2006-02-28","R-301263"
"897","RM-1-1","2006-02-28","R-301263"
"898","RM-1-1","2006-02-28","R-301263"
"899","RM-1-1","2006-02-28","R-301263"
"900","RM-1-1","2006-02-28","R-301263"
"901","RM-1-1","2006-02-28","R-301263"
"902","RM-1-1","2006-02-28","R-301263"
"903","RM-1-2","2006-02-28","R-301263"
"904","RM-1-2","2006-02-28","R-301263"
"905","RM-1-2","2006-02-28","R-301263"
"906","RM-1-3","2006-02-28","R-301263"
"907","RM-1-3","2006-02-28","R-301263"
"908","RM-1-3","2006-02-28","R-301263"
"909","RM-1-3","2006-02-28","R-301263"
"910","RM-1-3","2006-02-28","R-301263"
"911","RM-1-3","2006-02-28","R-301263"
"912","RM-1-3","2006-02-28","R-301263"
"913","RM-2-4","2006-02-28","R-301263"
"914","RM-2-4","2006-02-28","R-301263"
"915","RM-2-4","2006-02-28","R-301263"
"916","RM-2-4","2006-02-28","R-301263"
"917","RM-2-4","2006-02-28","R-301263"
"918","RM-2-4","2006-02-28","R-301263"
"919","RM-2-4","2006-02-28","R-301263"
"920","RM-2-4","2006-02-28","R-301263"
"921","RM-2-4","2006-02-28","R-301263"
"922","RM-2-4","2006-02-28","R-301263"
"923","RM-2-4","2006-02-28","R-301263"
"924","RM-2-4","2006-02-28","R-301263"
"925","RM-2-5","2006-02-28","R-301263"
"926","RM-2-5","2006-02-28","R-301263"
"927","RM-2-5","2006-02-28","R-301263"
"928","RM-2-5","2006-02-28","R-301263"
"929","RM-2-5","2006-02-28","R-301263"
"930","RM-2-5","2006-02-28","R-301263"
"931","RM-2-5","2006-02-28","R-301263"
"932","RM-2-5","2006-02-28","R-301263"
"933","RM-2-5","2006-02-28","R-301263"
"934","RM-2-5","2006-02-28","R-301263"
"935","RM-2-5","2006-02-28","R-301263"
"936","RM-2-5","2006-02-28","R-301263"
"937","RM-2-5","2006-02-28","R-301263"
"938","RM-2-5","2006-02-28","R-301263"
"939","RM-2-5","2006-02-28","R-301263"
"940","RM-2-5","2006-02-28","R-301263"
"941","RM-2-5","2006-02-28","R-301263"
"942","RM-2-5","2006-02-28","R-301263"
"943","RM-2-5","2006-02-28","R-301263"
"944","RM-2-5","2006-02-28","R-301263"
"945","RM-2-5","2006-02-28","R-301263"
"946","RM-2-5","2006-02-28","R-301263"
"947","RM-2-5","2006-02-28","R-301263"
"948","RM-2-5","2006-02-28","R-301263"
"949","RM-2-5","2006-02-28","R-301263"
"950","RM-2-5","2006-02-28","R-301263"
"951","RM-2-5","2006-02-28","R-301263"
"952","RM-2-5","2006-02-28","R-301263"
"953","RM-2-5","2006-02-28","R-301263"
"954","RM-2-5","2006-02-28","R-301263"
"955","RM-2-5","2006-02-28","R-301263"
"956","RM-2-5","2006-02-28","R-301263"
"957","RM-2-5","2006-02-28","R-301263"
"958","RM-2-5","2006-02-28","R-301263"
"959","RM-2-5","2006-02-28","R-301263"
"960","RM-2-5","2006-02-28","R-301263"
"961","RM-2-5","2006-02-28","R-301263"
"962","RM-2-5","2006-02-28","R-301263"
"963","RM-2-5","2006-02-28","R-301263"
"964","RM-2-5","2006-02-28","R-301263"
"965","RM-2-5","2006-02-28","R-301263"
"966","RM-2-5","2006-02-28","R-301263"
"967","RM-2-5","2006-02-28","R-301263"
"968","RM-2-5","2006-02-28","R-301263"
"969","RM-2-5","2006-02-28","R-301263"
"970","RM-2-5","2006-02-28","R-301263"
"971","RM-2-5","2006-02-28","R-301263"
"972","RM-2-5","2006-02-28","R-301263"
"973","RM-2-5","2006-02-28","R-301263"
"974","RM-2-5","2006-02-28","R-301263"
"975","RM-2-5","2006-02-28","R-301263"
"976","RM-2-5","2006-02-28","R-301263"
"977","RM-2-5","2006-02-28","R-301263"
"978","RM-2-5","2006-02-28","R-301263"
"979","RM-2-5","2006-02-28","R-301263"
"980","RM-2-5","2006-02-28","R-301263"
"981","RM-3-8","2021-12-17","R-313753"
"982","RM-2-5","2006-02-28","R-301263"
"983","RM-2-5","2006-02-28","R-301263"
"984","RM-2-5","2006-02-28","R-301263"
"985","RM-2-5","2006-02-28","R-301263"
"986","RM-2-5","2006-02-28","R-301263"
"987","RM-2-5","2006-02-28","R-301263"
"988","RM-2-5","2006-02-28","R-301263"
"989","RM-2-5","2006-02-28","R-301263"
"990","RM-2-5","2006-02-28","R-301263"
"991","RM-2-5","2006-02-28","R-301263"
"992","RM-2-5","2006-02-28","R-301263"
"993","RM-2-5","2006-02-28","R-301263"
"994","RM-2-5","2006-02-28","R-301263"
"995","RM-2-5","2006-02-28","R-301263"
"996","RM-2-5","2006-02-28","R-301263"
"997","RM-2-5","2006-02-28","R-301263"
"998","RM-2-5","2006-02-28","R-301263"
"999","RM-2-5","2006-02-28","R-301263"
"1000","RM-2-5","2006-02-28","R-301263"
"1001","RM-2-5","2006-02-28","R-301263"
"1002","RM-2-5","2006-02-28","R-301263"
"1003","OC-1-1","2023-01-24","O-21608"
"1004","RM-2-5","2006-02-28","R-301263"
"1005","RM-2-5","2006-02-28","R-301263"
"1006","RM-2-5","2006-02-28","R-301263"
"1007","RM-2-5","2006-02-28","R-301263"
"1008","RM-2-5","2006-02-28","R-301263"
"1009","RM-2-5","2006-02-28","R-301263"
"1010","RM-2-5","2006-02-28","R-301263"
"1011","RM-2-5","2006-02-28","R-301263"
"1012","RM-2-5","2006-02-28","R-301263"
"1013","RM-2-5","2006-02-28","R-301263"
"1014","RM-2-5","2006-02-28","R-301263"
"1015","RM-2-5","2006-02-28","R-301263"
"1016","RM-2-5","2006-02-28","R-301263"
"1017","RM-2-5","2006-02-28","R-301263"
"1018","RM-2-5","2006-02-28","R-301263"
"1019","RM-2-5","2006-02-28","R-301263"
"1020","RM-2-5","2006-02-28","R-301263"
"1021","RM-2-5","2006-02-28","R-301263"
"1022","RM-2-5","2006-02-28","R-301263"
"1023","RM-2-5","2006-02-28","R-301263"
"1024","RM-2-5","2006-02-28","R-301263"
"1025","RM-2-5","2006-02-28","R-301263"
"1026","RM-2-6","2006-02-28","R-301263"
"1027","RM-2-6","2006-02-28","R-301263"
"1028","RM-2-6","2006-02-28","R-301263"
"1029","RM-2-6","2006-02-28","R-301263"
"1030","RM-3-7","2006-02-28","R-301263"
"1031","RM-3-7","2006-02-28","R-301263"
"1032","RM-3-7","2006-02-28","R-301263"
"1033","RM-3-7","2006-02-28","R-301263"
"1034","RM-3-7","2006-02-28","R-301263"
"1035","RM-3-7","2006-02-28","R-301263"
"1036","RM-3-7","2006-02-28","R-301263"
"1037","RM-3-7","2006-02-28","R-301263"
"1038","RM-3-7","2006-02-28","R-301263"
"1039","RM-3-7","2006-02-28","R-301263"
"1040","RM-3-7","2006-02-28","R-301263"
"1041","RM-3-7","2006-02-28","R-301263"
"1042","RM-3-7","2006-02-28","R-301263"
"1043","RM-3-7","2006-02-28","R-301263"
"1044","RM-3-7","2006-02-28","R-301263"
"1045","RM-3-7","2006-02-28","R-301263"
"1046","RM-3-7","2006-02-28","R-301263"
"1047","RM-3-7","2006-02-28","R-301263"
"1048","RM-3-7","2006-02-28","R-301263"
"1049","RM-3-7","2006-02-28","R-301263"
"1050","RM-3-7","2006-02-28","R-301263"
"1051","RM-3-7","2006-02-28","R-301263"
"1052","RM-3-7","2006-02-28","R-301263"
"1053","RM-3-7","2006-02-28","R-301263"
"1054","RM-3-7","2006-02-28","R-301263"
"1055","RM-3-7","2006-02-28","R-301263"
"1056","RM-3-7","2006-02-28","R-301263"
"1057","RM-3-7","2006-02-28","R-301263"
"1058","RM-3-7","2006-02-28","R-301263"
"1059","RM-3-7","2006-02-28","R-301263"
"1060","RM-3-7","2006-02-28","R-301263"
"1061","RM-3-7","2006-02-28","R-301263"
"1062","RM-3-7","2006-02-28","R-301263"
"1063","RM-3-7","2006-02-28","R-301263"
"1064","RM-3-7","2006-02-28","R-301263"
"1065","RM-3-7","2006-02-28","R-301263"
"1066","RM-3-7","2006-02-28","R-301263"
"1067","RM-3-7","2006-02-28","R-301263"
"1068","RM-3-7","2006-02-28","R-301263"
"1069","RM-3-7","2006-02-28","R-301263"
"1070","RM-3-7","2006-02-28","R-301263"
"1071","RM-3-7","2006-02-28","R-301263"
"1072","RM-3-7","2006-02-28","R-301263"
"1073","RM-3-7","2006-02-28","R-301263"
"1074","RM-3-7","2006-02-28","R-301263"
"1075","RM-3-7","2006-02-28","R-301263"
"1076","RM-3-7","2006-02-28","R-301263"
"1077","RM-3-7","2006-02-28","R-301263"
"1078","RM-3-7","2006-02-28","R-301263"
"1079","RM-3-7","2006-02-28","R-301263"
"1080","RM-3-7","2006-02-28","R-301263"
"1081","RM-3-7","2006-02-28","R-301263"
"1082","RM-3-7","2006-02-28","R-301263"
"1083","RM-3-7","2006-02-28","R-301263"
"1084","RM-3-7","2006-02-28","R-301263"
"1085","RM-3-7","2006-02-28","R-301263"
"1086","RM-3-7","2006-02-28","R-301263"
"1087","RM-3-7","2006-02-28","R-301263"
"1088","RM-3-7","2006-02-28","R-301263"
"1089","RM-3-7","2006-02-28","R-301263"
"1090","RM-3-7","2006-02-28","R-301263"
"1091","RM-3-7","2006-02-28","R-301263"
"1092","RM-3-7","2006-02-28","R-301263"
"1093","RM-3-7","2006-02-28","R-301263"
"1094","RM-3-7","2006-02-28","R-301263"
"1095","RM-3-7","2006-02-28","R-301263"
"1096","RM-3-7","2006-02-28","R-301263"
"1097","RM-3-7","2006-02-28","R-301263"
"1098","RM-3-7","2006-02-28","R-301263"
"1099","RM-3-7","2006-02-28","R-301263"
"1100","RM-3-7","2006-02-28","R-301263"
"1101","RM-3-7","2006-02-28","R-301263"
"1102","RM-3-7","2006-02-28","R-301263"
"1103","RM-3-7","2006-02-28","R-301263"
"1104","RM-3-8","2006-02-28","R-301263"
"1105","RM-3-9","2006-02-28","R-301263"
"1106","RM-3-9","2006-02-28","R-301263"
"1107","RM-3-9","2006-02-28","R-301263"
"1108","RM-3-9","2006-02-28","R-301263"
"1109","RM-3-9","2006-02-28","R-301263"
"1110","RM-3-9","2006-02-28","R-301263"
"1111","RM-3-9","2006-02-28","R-301263"
"1112","RM-3-9","2006-02-28","R-301263"
"1113","RM-3-9","2006-02-28","R-301263"
"1114","RM-3-9","2006-02-28","R-301263"
"1115","RM-3-9","2006-02-28","R-301263"
"1116","RM-3-9","2006-02-28","R-301263"
"1117","RM-3-9","2006-02-28","R-301263"
"1118","RM-3-9","2006-02-28","R-301263"
"1119","RM-3-9","2006-02-28","R-301263"
"1120","RM-3-9","2006-02-28","R-301263"
"1121","RM-3-9","2006-02-28","R-301263"
"1122","RM-4-10","2006-02-28","R-301263"
"1123","RM-4-10","2006-02-28","R-301263"
"1124","RM-4-10","2006-02-28","R-301263"
"1125","RM-4-10","2006-02-28","R-301263"
"1126","RM-4-10","2006-02-28","R-301263"
"1127","RM-4-10","2006-02-28","R-301263"
"1128","RM-4-10","2006-02-28","R-301263"
"1129","RM-4-10","2006-02-28","R-301263"
"1130","RM-4-10","2006-02-28","R-301263"
"1131","RM-4-10","2006-02-28","R-301263"
"1132","RM-4-10","2006-02-28","R-301263"
"1133","RM-4-10","2006-02-28","R-301263"
"1134","RM-4-10","2006-02-28","R-301263"
"1135","RM-4-10","2006-02-28","R-301263"
"1136","RM-4-10","2006-02-28","R-301263"
"1137","RM-4-10","2006-02-28","R-301263"
"1138","RM-4-10","2006-02-28","R-301263"
"1139","RM-4-10","2006-02-28","R-301263"
"1140","RM-4-10","2006-02-28","R-301263"
"1141","RM-4-10","2006-02-28","R-301263"
"1142","RM-4-10","2006-02-28","R-301263"
"1143","RM-4-10","2006-02-28","R-301263"
"1144","RM-4-10","2006-02-28","R-301263"
"1145","RM-4-10","2006-02-28","R-301263"
"1146","RM-4-10","2006-02-28","R-301263"
"1147","RM-4-10","2006-02-28","R-301263"
"1148","CC-3-8","2021-12-17","R-313753"
"1149","RM-4-10","2006-02-28","R-301263"
"1150","RM-4-10","2006-02-28","R-301263"
"1151","RM-4-10","2006-02-28","R-301263"
"1152","RM-4-10","2006-02-28","R-301263"
"1153","RM-5-12","2006-02-28","R-301263"
"1154","RM-5-12","2006-02-28","R-301263"
"1155","RM-5-12","2006-02-28","R-301263"
"1156","RM-5-12","2006-02-28","R-301263"
"1157","RM-5-12","2006-02-28","R-301263"
"1158","RM-5-12","2006-02-28","R-301263"
"1159","RM-5-12","2006-02-28","R-301263"
"1160","RM-5-12","2006-02-28","R-301263"
"1161","RM-5-12","2006-02-28","R-301263"
"1162","RM-5-12","2006-02-28","R-301263"
"1163","RM-5-12","2006-02-28","R-301263"
"1164","RS-1-1","2006-02-28","R-301263"
"1165","RS-1-1","2006-02-28","R-301263"
"1166","RS-1-1","2006-02-28","R-301263"
"1167","RS-1-1","2006-02-28","R-301263"
"1168","RS-1-1","2006-02-28","R-301263"
"1169","RS-1-1","2006-02-28","R-301263"
"1170","RS-1-1","2006-02-28","R-301263"
"1171","RS-1-1","2006-02-28","R-301263"
"1172","RS-1-1","2006-02-28","R-301263"
"1173","RS-1-1","2006-02-28","R-301263"
"1174","RS-1-1","2006-02-28","R-301263"
"1175","RS-1-1","2006-02-28","R-301263"
"1176","RS-1-1","2006-02-28","R-301263"
"1177","RS-1-1","2006-02-28","R-301263"
"1178","RS-1-1","2006-02-28","R-301263"
"1179","RS-1-1","2006-02-28","R-301263"
"1180","RS-1-1","2006-02-28","R-301263"
"1181","RS-1-1","2006-02-28","R-301263"
"1182","RS-1-1","2006-02-28","R-301263"
"1183","RS-1-1","2006-02-28","R-301263"
"1184","RS-1-1","2006-02-28","R-301263"
"1185","RS-1-1","2006-02-28","R-301263"
"1186","RS-1-1","2006-02-28","R-301263"
"1187","RS-1-1","2006-02-28","R-301263"
"1188","RS-1-1","2006-02-28","R-301263"
"1189","RS-1-1","2006-02-28","R-301263"
"1190","RS-1-1","2006-02-28","R-301263"
"1191","RS-1-1","2006-02-28","R-301263"
"1192","RS-1-1","2006-02-28","R-301263"
"1193","RS-1-1","2006-02-28","R-301263"
"1194","RS-1-1","2006-02-28","R-301263"
"1195","RS-1-1","2006-02-28","R-301263"
"1196","RS-1-1","2006-02-28","R-301263"
"1197","RS-1-1","2006-02-28","R-301263"
